transcript_id	gene_id	gene_name
ENST00000668722.1	ENSG00000225605.4	ENSG00000225605
ENST00000783477.1	ENSG00000225605.4	ENSG00000225605
ENST00000783478.1	ENSG00000225605.4	ENSG00000225605
ENST00000783479.1	ENSG00000225605.4	ENSG00000225605
ENST00000783480.1	ENSG00000225605.4	ENSG00000225605
ENST00000783481.1	ENSG00000225605.4	ENSG00000225605
ENST00000783482.1	ENSG00000225605.4	ENSG00000225605
ENST00000783484.1	ENSG00000225605.4	ENSG00000225605
ENST00000783485.1	ENSG00000225605.4	ENSG00000225605
ENST00000783486.1	ENSG00000225605.4	ENSG00000225605
ENST00000783487.1	ENSG00000225605.4	ENSG00000225605
ENST00000783488.1	ENSG00000225605.4	ENSG00000225605
ENST00000783489.1	ENSG00000225605.4	ENSG00000225605
ENST00000783490.1	ENSG00000225605.4	ENSG00000225605
ENST00000783491.1	ENSG00000225605.4	ENSG00000225605
ENST00000783492.1	ENSG00000225605.4	ENSG00000225605
ENST00000783493.1	ENSG00000225605.4	ENSG00000225605
ENST00000783494.1	ENSG00000225605.4	ENSG00000225605
ENST00000783497.1	ENSG00000225605.4	ENSG00000225605
ENST00000783499.1	ENSG00000225605.4	ENSG00000225605
ENST00000783500.1	ENSG00000225605.4	ENSG00000225605
ENST00000783501.1	ENSG00000225605.4	ENSG00000225605
ENST00000422116.1	ENSG00000225610.1	ENSG00000225610
ENST00000411431.1	ENSG00000225620.1	ENSG00000225620
ENST00000656870.2	ENSG00000225794.4	ENSG00000225794
ENST00000412313.1	ENSG00000225815.3	ENSG00000225815
ENST00000449673.1	ENSG00000225815.3	ENSG00000225815
ENST00000735952.1	ENSG00000225815.3	ENSG00000225815
ENST00000450486.1	ENSG00000225819.1	ENSG00000225819
ENST00000728917.1	ENSG00000225884.4	ENSG00000225884
ENST00000430683.1	ENSG00000225886.3	ENSG00000225886
ENST00000625232.2	ENSG00000225886.3	ENSG00000225886
ENST00000626608.2	ENSG00000225886.3	ENSG00000225886
ENST00000628584.2	ENSG00000225886.3	ENSG00000225886
ENST00000628586.2	ENSG00000225886.3	ENSG00000225886
ENST00000629895.1	ENSG00000225886.3	ENSG00000225886
ENST00000413030.8	ENSG00000225889.11	ENSG00000225889
ENST00000426365.6	ENSG00000225889.11	ENSG00000225889
ENST00000436950.6	ENSG00000225889.11	ENSG00000225889
ENST00000438115.7	ENSG00000225889.11	ENSG00000225889
ENST00000449678.6	ENSG00000225889.11	ENSG00000225889
ENST00000451350.3	ENSG00000225889.11	ENSG00000225889
ENST00000655199.1	ENSG00000225889.11	ENSG00000225889
ENST00000660901.1	ENSG00000225889.11	ENSG00000225889
ENST00000661002.1	ENSG00000225889.11	ENSG00000225889
ENST00000662258.1	ENSG00000225889.11	ENSG00000225889
ENST00000665224.1	ENSG00000225889.11	ENSG00000225889
ENST00000671318.1	ENSG00000225889.11	ENSG00000225889
ENST00000674774.1	ENSG00000225889.11	ENSG00000225889
ENST00000674812.1	ENSG00000225889.11	ENSG00000225889
ENST00000674891.1	ENSG00000225889.11	ENSG00000225889
ENST00000675176.1	ENSG00000225889.11	ENSG00000225889
ENST00000675190.1	ENSG00000225889.11	ENSG00000225889
ENST00000675228.1	ENSG00000225889.11	ENSG00000225889
ENST00000675238.1	ENSG00000225889.11	ENSG00000225889
ENST00000675513.1	ENSG00000225889.11	ENSG00000225889
ENST00000675604.1	ENSG00000225889.11	ENSG00000225889
ENST00000675635.2	ENSG00000225889.11	ENSG00000225889
ENST00000685930.1	ENSG00000225889.11	ENSG00000225889
ENST00000687330.1	ENSG00000225889.11	ENSG00000225889
ENST00000687706.2	ENSG00000225889.11	ENSG00000225889
ENST00000688262.2	ENSG00000225889.11	ENSG00000225889
ENST00000689166.1	ENSG00000225889.11	ENSG00000225889
ENST00000691031.1	ENSG00000225889.11	ENSG00000225889
ENST00000691049.1	ENSG00000225889.11	ENSG00000225889
ENST00000691083.1	ENSG00000225889.11	ENSG00000225889
ENST00000691096.1	ENSG00000225889.11	ENSG00000225889
ENST00000691978.1	ENSG00000225889.11	ENSG00000225889
ENST00000692126.1	ENSG00000225889.11	ENSG00000225889
ENST00000692955.1	ENSG00000225889.11	ENSG00000225889
ENST00000717280.1	ENSG00000225889.11	ENSG00000225889
ENST00000717281.1	ENSG00000225889.11	ENSG00000225889
ENST00000445199.4	ENSG00000225963.9	ENSG00000225963
ENST00000454058.4	ENSG00000225963.9	ENSG00000225963
ENST00000594622.1	ENSG00000225963.9	ENSG00000225963
ENST00000600787.4	ENSG00000225963.9	ENSG00000225963
ENST00000609120.1	ENSG00000225963.9	ENSG00000225963
ENST00000625550.2	ENSG00000225963.9	ENSG00000225963
ENST00000626428.2	ENSG00000225963.9	ENSG00000225963
ENST00000628587.2	ENSG00000225963.9	ENSG00000225963
ENST00000630748.2	ENSG00000225963.9	ENSG00000225963
ENST00000739908.1	ENSG00000225963.9	ENSG00000225963
ENST00000428646.2	ENSG00000225982.2	ENSG00000225982
ENST00000756799.1	ENSG00000225982.2	ENSG00000225982
ENST00000756800.1	ENSG00000225982.2	ENSG00000225982
ENST00000756801.1	ENSG00000225982.2	ENSG00000225982
ENST00000756802.1	ENSG00000225982.2	ENSG00000225982
ENST00000756803.1	ENSG00000225982.2	ENSG00000225982
ENST00000756804.1	ENSG00000225982.2	ENSG00000225982
ENST00000756805.1	ENSG00000225982.2	ENSG00000225982
ENST00000756806.1	ENSG00000225982.2	ENSG00000225982
ENST00000756807.1	ENSG00000225982.2	ENSG00000225982
ENST00000426892.1	ENSG00000226087.5	ENSG00000226087
ENST00000444361.1	ENSG00000226087.5	ENSG00000226087
ENST00000654272.2	ENSG00000226087.5	ENSG00000226087
ENST00000663536.1	ENSG00000226087.5	ENSG00000226087
ENST00000666175.3	ENSG00000226087.5	ENSG00000226087
ENST00000702035.2	ENSG00000226087.5	ENSG00000226087
ENST00000782148.1	ENSG00000226087.5	ENSG00000226087
ENST00000782149.1	ENSG00000226087.5	ENSG00000226087
ENST00000782150.1	ENSG00000226087.5	ENSG00000226087
ENST00000782151.1	ENSG00000226087.5	ENSG00000226087
ENST00000782152.1	ENSG00000226087.5	ENSG00000226087
ENST00000782153.1	ENSG00000226087.5	ENSG00000226087
ENST00000782154.1	ENSG00000226087.5	ENSG00000226087
ENST00000782155.1	ENSG00000226087.5	ENSG00000226087
ENST00000782156.1	ENSG00000226087.5	ENSG00000226087
ENST00000782157.1	ENSG00000226087.5	ENSG00000226087
ENST00000782158.1	ENSG00000226087.5	ENSG00000226087
ENST00000782159.1	ENSG00000226087.5	ENSG00000226087
ENST00000782160.1	ENSG00000226087.5	ENSG00000226087
ENST00000782161.1	ENSG00000226087.5	ENSG00000226087
ENST00000782162.1	ENSG00000226087.5	ENSG00000226087
ENST00000782163.1	ENSG00000226087.5	ENSG00000226087
ENST00000782164.1	ENSG00000226087.5	ENSG00000226087
ENST00000782165.1	ENSG00000226087.5	ENSG00000226087
ENST00000782166.1	ENSG00000226087.5	ENSG00000226087
ENST00000782167.1	ENSG00000226087.5	ENSG00000226087
ENST00000782168.1	ENSG00000226087.5	ENSG00000226087
ENST00000782169.1	ENSG00000226087.5	ENSG00000226087
ENST00000782170.1	ENSG00000226087.5	ENSG00000226087
ENST00000782171.1	ENSG00000226087.5	ENSG00000226087
ENST00000782172.1	ENSG00000226087.5	ENSG00000226087
ENST00000449613.1	ENSG00000226238.1	ENSG00000226238
ENST00000422216.1	ENSG00000226252.1	ENSG00000226252
ENST00000437967.2	ENSG00000226442.2	ENSG00000226442
ENST00000446261.1	ENSG00000226526.1	ENSG00000226526
ENST00000805782.1	ENSG00000226601.2	ENSG00000226601
ENST00000805783.1	ENSG00000226601.2	ENSG00000226601
ENST00000429230.1	ENSG00000226716.1	ENSG00000226716
ENST00000644500.1	ENSG00000226919.5	ENSG00000226919
ENST00000653456.1	ENSG00000226919.5	ENSG00000226919
ENST00000654667.1	ENSG00000226919.5	ENSG00000226919
ENST00000657836.1	ENSG00000226919.5	ENSG00000226919
ENST00000665532.1	ENSG00000226919.5	ENSG00000226919
ENST00000817248.1	ENSG00000226919.5	ENSG00000226919
ENST00000817250.1	ENSG00000226919.5	ENSG00000226919
ENST00000429008.2	ENSG00000226939.2	ENSG00000226939
ENST00000661894.2	ENSG00000226939.2	ENSG00000226939
ENST00000830494.1	ENSG00000226939.2	ENSG00000226939
ENST00000830495.1	ENSG00000226939.2	ENSG00000226939
ENST00000830497.1	ENSG00000226939.2	ENSG00000226939
ENST00000830498.1	ENSG00000226939.2	ENSG00000226939
ENST00000830499.1	ENSG00000226939.2	ENSG00000226939
ENST00000830501.1	ENSG00000226939.2	ENSG00000226939
ENST00000830503.1	ENSG00000226939.2	ENSG00000226939
ENST00000450004.1	ENSG00000226957.1	ENSG00000226957
ENST00000586952.5	ENSG00000226994.10	ENSG00000226994
ENST00000626183.1	ENSG00000226994.10	ENSG00000226994
ENST00000741881.1	ENSG00000226994.10	ENSG00000226994
ENST00000752876.1	ENSG00000226994.10	ENSG00000226994
ENST00000752877.1	ENSG00000226994.10	ENSG00000226994
ENST00000752878.1	ENSG00000226994.10	ENSG00000226994
ENST00000457548.1	ENSG00000227045.1	ENSG00000227045
ENST00000437798.1	ENSG00000227061.3	ENSG00000227061
ENST00000751561.1	ENSG00000227061.3	ENSG00000227061
ENST00000417947.1	ENSG00000227107.1	ENSG00000227107
ENST00000416008.3	ENSG00000227157.3	ENSG00000227157
ENST00000653581.2	ENSG00000227157.3	ENSG00000227157
ENST00000658233.2	ENSG00000227157.3	ENSG00000227157
ENST00000669131.2	ENSG00000227157.3	ENSG00000227157
ENST00000759617.1	ENSG00000227157.3	ENSG00000227157
ENST00000759618.1	ENSG00000227157.3	ENSG00000227157
ENST00000759619.1	ENSG00000227157.3	ENSG00000227157
ENST00000759620.1	ENSG00000227157.3	ENSG00000227157
ENST00000759621.1	ENSG00000227157.3	ENSG00000227157
ENST00000759622.1	ENSG00000227157.3	ENSG00000227157
ENST00000759623.1	ENSG00000227157.3	ENSG00000227157
ENST00000759624.1	ENSG00000227157.3	ENSG00000227157
ENST00000759625.1	ENSG00000227157.3	ENSG00000227157
ENST00000759626.1	ENSG00000227157.3	ENSG00000227157
ENST00000759627.1	ENSG00000227157.3	ENSG00000227157
ENST00000759628.1	ENSG00000227157.3	ENSG00000227157
ENST00000759629.1	ENSG00000227157.3	ENSG00000227157
ENST00000768809.1	ENSG00000227193.3	ENSG00000227193
ENST00000769356.1	ENSG00000227193.3	ENSG00000227193
ENST00000769361.1	ENSG00000227193.3	ENSG00000227193
ENST00000769362.1	ENSG00000227193.3	ENSG00000227193
ENST00000769363.1	ENSG00000227193.3	ENSG00000227193
ENST00000769364.1	ENSG00000227193.3	ENSG00000227193
ENST00000769365.1	ENSG00000227193.3	ENSG00000227193
ENST00000439562.1	ENSG00000227230.2	ENSG00000227230
ENST00000737087.1	ENSG00000227230.2	ENSG00000227230
ENST00000767587.1	ENSG00000227240.3	ENSG00000227240
ENST00000767588.1	ENSG00000227240.3	ENSG00000227240
ENST00000767589.1	ENSG00000227240.3	ENSG00000227240
ENST00000767590.1	ENSG00000227240.3	ENSG00000227240
ENST00000767591.1	ENSG00000227240.3	ENSG00000227240
ENST00000767592.1	ENSG00000227240.3	ENSG00000227240
ENST00000785442.1	ENSG00000227240.3	ENSG00000227240
ENST00000792084.1	ENSG00000227240.3	ENSG00000227240
ENST00000457115.1	ENSG00000227245.2	ENSG00000227245
ENST00000649466.1	ENSG00000227245.2	ENSG00000227245
ENST00000776848.1	ENSG00000227245.2	ENSG00000227245
ENST00000446029.1	ENSG00000227459.1	ENSG00000227459
ENST00000418091.1	ENSG00000227485.1	ENSG00000227485
ENST00000448264.2	ENSG00000227496.4	ENSG00000227496
ENST00000651661.3	ENSG00000227496.4	ENSG00000227496
ENST00000655987.1	ENSG00000227496.4	ENSG00000227496
ENST00000665855.1	ENSG00000227496.4	ENSG00000227496
ENST00000671442.1	ENSG00000227496.4	ENSG00000227496
ENST00000823988.1	ENSG00000227496.4	ENSG00000227496
ENST00000823989.1	ENSG00000227496.4	ENSG00000227496
ENST00000823990.1	ENSG00000227496.4	ENSG00000227496
ENST00000823991.1	ENSG00000227496.4	ENSG00000227496
ENST00000823992.1	ENSG00000227496.4	ENSG00000227496
ENST00000823993.1	ENSG00000227496.4	ENSG00000227496
ENST00000456683.2	ENSG00000227574.2	ENSG00000227574
ENST00000595058.3	ENSG00000227769.7	ENSG00000227769
ENST00000602182.1	ENSG00000227769.7	ENSG00000227769
ENST00000617699.1	ENSG00000227769.7	ENSG00000227769
ENST00000430905.2	ENSG00000227818.2	ENSG00000227818
ENST00000809863.1	ENSG00000227818.2	ENSG00000227818
ENST00000809864.1	ENSG00000227818.2	ENSG00000227818
ENST00000452785.3	ENSG00000227857.3	ENSG00000227857
ENST00000756294.1	ENSG00000227857.3	ENSG00000227857
ENST00000756295.1	ENSG00000227857.3	ENSG00000227857
ENST00000756296.1	ENSG00000227857.3	ENSG00000227857
ENST00000762841.1	ENSG00000227907.2	ENSG00000227907
ENST00000422038.1	ENSG00000227935.1	ENSG00000227935
ENST00000413274.1	ENSG00000227987.1	ENSG00000227987
ENST00000747933.1	ENSG00000228021.8	ENSG00000228021
ENST00000747936.1	ENSG00000228021.8	ENSG00000228021
ENST00000747940.1	ENSG00000228021.8	ENSG00000228021
ENST00000425275.1	ENSG00000228028.2	ENSG00000228028
ENST00000608995.1	ENSG00000228028.2	ENSG00000228028
ENST00000829924.1	ENSG00000228037.2	ENSG00000228037
ENST00000449012.2	ENSG00000228044.4	ENSG00000228044
ENST00000453568.1	ENSG00000228044.4	ENSG00000228044
ENST00000664534.2	ENSG00000228044.4	ENSG00000228044
ENST00000796482.1	ENSG00000228044.4	ENSG00000228044
ENST00000796484.1	ENSG00000228044.4	ENSG00000228044
ENST00000796485.1	ENSG00000228044.4	ENSG00000228044
ENST00000796486.1	ENSG00000228044.4	ENSG00000228044
ENST00000796487.1	ENSG00000228044.4	ENSG00000228044
ENST00000796488.1	ENSG00000228044.4	ENSG00000228044
ENST00000796489.1	ENSG00000228044.4	ENSG00000228044
ENST00000796490.1	ENSG00000228044.4	ENSG00000228044
ENST00000796491.1	ENSG00000228044.4	ENSG00000228044
ENST00000796493.1	ENSG00000228044.4	ENSG00000228044
ENST00000796494.1	ENSG00000228044.4	ENSG00000228044
ENST00000796496.1	ENSG00000228044.4	ENSG00000228044
ENST00000796497.1	ENSG00000228044.4	ENSG00000228044
ENST00000796498.1	ENSG00000228044.4	ENSG00000228044
ENST00000796500.1	ENSG00000228044.4	ENSG00000228044
ENST00000796501.1	ENSG00000228044.4	ENSG00000228044
ENST00000796503.1	ENSG00000228044.4	ENSG00000228044
ENST00000796504.1	ENSG00000228044.4	ENSG00000228044
ENST00000796517.1	ENSG00000228044.4	ENSG00000228044
ENST00000796521.1	ENSG00000228044.4	ENSG00000228044
ENST00000796522.1	ENSG00000228044.4	ENSG00000228044
ENST00000796524.1	ENSG00000228044.4	ENSG00000228044
ENST00000425983.1	ENSG00000228064.1	ENSG00000228064
ENST00000419029.1	ENSG00000228073.1	ENSG00000228073
ENST00000445884.2	ENSG00000228150.2	ENSG00000228150
ENST00000738448.1	ENSG00000228150.2	ENSG00000228150
ENST00000738449.1	ENSG00000228150.2	ENSG00000228150
ENST00000738450.1	ENSG00000228150.2	ENSG00000228150
ENST00000738451.1	ENSG00000228150.2	ENSG00000228150
ENST00000738452.1	ENSG00000228150.2	ENSG00000228150
ENST00000738453.1	ENSG00000228150.2	ENSG00000228150
ENST00000738454.1	ENSG00000228150.2	ENSG00000228150
ENST00000738455.1	ENSG00000228150.2	ENSG00000228150
ENST00000738456.1	ENSG00000228150.2	ENSG00000228150
ENST00000738457.1	ENSG00000228150.2	ENSG00000228150
ENST00000435021.1	ENSG00000228153.1	ENSG00000228153
ENST00000701604.2	ENSG00000228162.3	ENSG00000228162
ENST00000821571.1	ENSG00000228162.3	ENSG00000228162
ENST00000821572.1	ENSG00000228162.3	ENSG00000228162
ENST00000821573.1	ENSG00000228162.3	ENSG00000228162
ENST00000442316.1	ENSG00000228222.1	ENSG00000228222
ENST00000416229.2	ENSG00000228384.5	ENSG00000228384
ENST00000760475.1	ENSG00000228384.5	ENSG00000228384
ENST00000435175.1	ENSG00000228496.3	ENSG00000228496
ENST00000455754.3	ENSG00000228496.3	ENSG00000228496
ENST00000418481.1	ENSG00000228505.5	ENSG00000228505
ENST00000450715.5	ENSG00000228505.5	ENSG00000228505
ENST00000453322.3	ENSG00000228528.3	ENSG00000228528
ENST00000624047.1	ENSG00000228528.3	ENSG00000228528
ENST00000662788.2	ENSG00000228528.3	ENSG00000228528
ENST00000666357.2	ENSG00000228528.3	ENSG00000228528
ENST00000667846.1	ENSG00000228528.3	ENSG00000228528
ENST00000734437.1	ENSG00000228528.3	ENSG00000228528
ENST00000734438.1	ENSG00000228528.3	ENSG00000228528
ENST00000734439.1	ENSG00000228528.3	ENSG00000228528
ENST00000734440.1	ENSG00000228528.3	ENSG00000228528
ENST00000734441.1	ENSG00000228528.3	ENSG00000228528
ENST00000734442.1	ENSG00000228528.3	ENSG00000228528
ENST00000734443.1	ENSG00000228528.3	ENSG00000228528
ENST00000734444.1	ENSG00000228528.3	ENSG00000228528
ENST00000734445.1	ENSG00000228528.3	ENSG00000228528
ENST00000734446.1	ENSG00000228528.3	ENSG00000228528
ENST00000734447.1	ENSG00000228528.3	ENSG00000228528
ENST00000734448.1	ENSG00000228528.3	ENSG00000228528
ENST00000416845.2	ENSG00000228541.4	ENSG00000228541
ENST00000687402.3	ENSG00000228541.4	ENSG00000228541
ENST00000687773.2	ENSG00000228541.4	ENSG00000228541
ENST00000688476.3	ENSG00000228541.4	ENSG00000228541
ENST00000689009.3	ENSG00000228541.4	ENSG00000228541
ENST00000701184.2	ENSG00000228541.4	ENSG00000228541
ENST00000701944.2	ENSG00000228541.4	ENSG00000228541
ENST00000807679.1	ENSG00000228541.4	ENSG00000228541
ENST00000807680.1	ENSG00000228541.4	ENSG00000228541
ENST00000807681.1	ENSG00000228541.4	ENSG00000228541
ENST00000807682.1	ENSG00000228541.4	ENSG00000228541
ENST00000807683.1	ENSG00000228541.4	ENSG00000228541
ENST00000807684.1	ENSG00000228541.4	ENSG00000228541
ENST00000807685.1	ENSG00000228541.4	ENSG00000228541
ENST00000807686.1	ENSG00000228541.4	ENSG00000228541
ENST00000807688.1	ENSG00000228541.4	ENSG00000228541
ENST00000807689.1	ENSG00000228541.4	ENSG00000228541
ENST00000807690.1	ENSG00000228541.4	ENSG00000228541
ENST00000807691.1	ENSG00000228541.4	ENSG00000228541
ENST00000807692.1	ENSG00000228541.4	ENSG00000228541
ENST00000807693.1	ENSG00000228541.4	ENSG00000228541
ENST00000807694.1	ENSG00000228541.4	ENSG00000228541
ENST00000807695.1	ENSG00000228541.4	ENSG00000228541
ENST00000807696.1	ENSG00000228541.4	ENSG00000228541
ENST00000807697.1	ENSG00000228541.4	ENSG00000228541
ENST00000807701.1	ENSG00000228541.4	ENSG00000228541
ENST00000807702.1	ENSG00000228541.4	ENSG00000228541
ENST00000807703.1	ENSG00000228541.4	ENSG00000228541
ENST00000807705.1	ENSG00000228541.4	ENSG00000228541
ENST00000807706.1	ENSG00000228541.4	ENSG00000228541
ENST00000807710.1	ENSG00000228541.4	ENSG00000228541
ENST00000807712.1	ENSG00000228541.4	ENSG00000228541
ENST00000807713.1	ENSG00000228541.4	ENSG00000228541
ENST00000807714.1	ENSG00000228541.4	ENSG00000228541
ENST00000807716.1	ENSG00000228541.4	ENSG00000228541
ENST00000807717.1	ENSG00000228541.4	ENSG00000228541
ENST00000807718.1	ENSG00000228541.4	ENSG00000228541
ENST00000807719.1	ENSG00000228541.4	ENSG00000228541
ENST00000807720.1	ENSG00000228541.4	ENSG00000228541
ENST00000435713.1	ENSG00000228563.1	ENSG00000228563
ENST00000449526.1	ENSG00000228586.2	ENSG00000228586
ENST00000847161.1	ENSG00000228586.2	ENSG00000228586
ENST00000414756.1	ENSG00000228618.1	ENSG00000228618
ENST00000424451.1	ENSG00000228625.1	ENSG00000228625
ENST00000447478.1	ENSG00000228634.1	ENSG00000228634
ENST00000776219.1	ENSG00000228643.2	ENSG00000228643
ENST00000776220.1	ENSG00000228643.2	ENSG00000228643
ENST00000776221.1	ENSG00000228643.2	ENSG00000228643
ENST00000776223.1	ENSG00000228643.2	ENSG00000228643
ENST00000776225.1	ENSG00000228643.2	ENSG00000228643
ENST00000438117.2	ENSG00000228650.2	ENSG00000228650
ENST00000426030.2	ENSG00000228686.2	ENSG00000228686
ENST00000449623.6	ENSG00000228804.6	ENSG00000228804
ENST00000436039.1	ENSG00000228830.1	ENSG00000228830
ENST00000421637.1	ENSG00000228838.1	ENSG00000228838
ENST00000588034.5	ENSG00000228863.9	ENSG00000228863
ENST00000627799.2	ENSG00000228863.9	ENSG00000228863
ENST00000628340.1	ENSG00000228863.9	ENSG00000228863
ENST00000840728.1	ENSG00000228863.9	ENSG00000228863
ENST00000420404.2	ENSG00000228876.4	ENSG00000228876
ENST00000642208.1	ENSG00000228876.4	ENSG00000228876
ENST00000644340.1	ENSG00000228876.4	ENSG00000228876
ENST00000655060.1	ENSG00000228876.4	ENSG00000228876
ENST00000656503.1	ENSG00000228876.4	ENSG00000228876
ENST00000661862.1	ENSG00000228876.4	ENSG00000228876
ENST00000666711.1	ENSG00000228876.4	ENSG00000228876
ENST00000838981.1	ENSG00000228950.2	ENSG00000228950
ENST00000838982.1	ENSG00000228950.2	ENSG00000228950
ENST00000838983.1	ENSG00000228950.2	ENSG00000228950
ENST00000838987.1	ENSG00000228950.2	ENSG00000228950
ENST00000432386.1	ENSG00000229021.3	ENSG00000229021
ENST00000759539.1	ENSG00000229021.3	ENSG00000229021
ENST00000438963.2	ENSG00000229066.3	ENSG00000229066
ENST00000653625.1	ENSG00000229066.3	ENSG00000229066
ENST00000760326.1	ENSG00000229066.3	ENSG00000229066
ENST00000421326.1	ENSG00000229131.2	ENSG00000229131
ENST00000785002.1	ENSG00000229131.2	ENSG00000229131
ENST00000785003.1	ENSG00000229131.2	ENSG00000229131
ENST00000452525.1	ENSG00000229229.1	ENSG00000229229
ENST00000414995.1	ENSG00000229242.1	ENSG00000229242
ENST00000438070.3	ENSG00000229321.3	ENSG00000229321
ENST00000658291.1	ENSG00000229321.3	ENSG00000229321
ENST00000658889.1	ENSG00000229321.3	ENSG00000229321
ENST00000659096.2	ENSG00000229321.3	ENSG00000229321
ENST00000661657.1	ENSG00000229321.3	ENSG00000229321
ENST00000765097.1	ENSG00000229321.3	ENSG00000229321
ENST00000765098.1	ENSG00000229321.3	ENSG00000229321
ENST00000414394.1	ENSG00000229395.1	ENSG00000229395
ENST00000665618.1	ENSG00000229494.3	ENSG00000229494
ENST00000666900.1	ENSG00000229494.3	ENSG00000229494
ENST00000366278.2	ENSG00000229498.1	ENSG00000229498
ENST00000414199.1	ENSG00000229528.1	ENSG00000229528
ENST00000425271.1	ENSG00000229588.4	ENSG00000229588
ENST00000653824.3	ENSG00000229588.4	ENSG00000229588
ENST00000829275.1	ENSG00000229588.4	ENSG00000229588
ENST00000829276.1	ENSG00000229588.4	ENSG00000229588
ENST00000779010.1	ENSG00000229642.2	ENSG00000229642
ENST00000779015.1	ENSG00000229642.2	ENSG00000229642
ENST00000779021.1	ENSG00000229642.2	ENSG00000229642
ENST00000779023.1	ENSG00000229642.2	ENSG00000229642
ENST00000427145.1	ENSG00000229699.1	ENSG00000229699
ENST00000658275.1	ENSG00000229727.8	ENSG00000229727
ENST00000812800.1	ENSG00000229727.8	ENSG00000229727
ENST00000812801.1	ENSG00000229727.8	ENSG00000229727
ENST00000812802.1	ENSG00000229727.8	ENSG00000229727
ENST00000812807.1	ENSG00000229727.8	ENSG00000229727
ENST00000812808.1	ENSG00000229727.8	ENSG00000229727
ENST00000650800.3	ENSG00000229740.4	ENSG00000229740
ENST00000661966.2	ENSG00000229740.4	ENSG00000229740
ENST00000663038.2	ENSG00000229740.4	ENSG00000229740
ENST00000779630.1	ENSG00000229740.4	ENSG00000229740
ENST00000779632.1	ENSG00000229740.4	ENSG00000229740
ENST00000779633.1	ENSG00000229740.4	ENSG00000229740
ENST00000449168.2	ENSG00000229750.2	ENSG00000229750
ENST00000719840.1	ENSG00000229750.2	ENSG00000229750
ENST00000436488.1	ENSG00000229797.3	ENSG00000229797
ENST00000448777.1	ENSG00000229797.3	ENSG00000229797
ENST00000662920.2	ENSG00000229797.3	ENSG00000229797
ENST00000447949.1	ENSG00000229832.1	ENSG00000229832
ENST00000456002.2	ENSG00000229846.3	ENSG00000229846
ENST00000790379.1	ENSG00000229846.3	ENSG00000229846
ENST00000434540.1	ENSG00000230027.3	ENSG00000230027
ENST00000659190.1	ENSG00000230027.3	ENSG00000230027
ENST00000786393.1	ENSG00000230027.3	ENSG00000230027
ENST00000786394.1	ENSG00000230027.3	ENSG00000230027
ENST00000446847.1	ENSG00000230063.1	ENSG00000230063
ENST00000842010.1	ENSG00000230159.2	ENSG00000230159
ENST00000429293.1	ENSG00000230163.1	ENSG00000230163
ENST00000824307.1	ENSG00000230186.4	ENSG00000230186
ENST00000824308.1	ENSG00000230186.4	ENSG00000230186
ENST00000426794.2	ENSG00000230285.2	ENSG00000230285
ENST00000726250.1	ENSG00000230285.2	ENSG00000230285
ENST00000726251.1	ENSG00000230285.2	ENSG00000230285
ENST00000714334.1	ENSG00000230309.3	ENSG00000230309
ENST00000417355.2	ENSG00000230432.2	ENSG00000230432
ENST00000793829.1	ENSG00000230432.2	ENSG00000230432
ENST00000414377.1	ENSG00000230470.1	ENSG00000230470
ENST00000717491.1	ENSG00000230471.2	ENSG00000230471
ENST00000659520.1	ENSG00000230498.3	ENSG00000230498
ENST00000412593.1	ENSG00000230569.1	ENSG00000230569
ENST00000440266.2	ENSG00000230599.2	ENSG00000230599
ENST00000628061.1	ENSG00000230612.3	ENSG00000230612
ENST00000431800.2	ENSG00000230615.9	ENSG00000230615
ENST00000434244.5	ENSG00000230615.9	ENSG00000230615
ENST00000437643.1	ENSG00000230615.9	ENSG00000230615
ENST00000447959.1	ENSG00000230615.9	ENSG00000230615
ENST00000453688.5	ENSG00000230615.9	ENSG00000230615
ENST00000609027.1	ENSG00000230615.9	ENSG00000230615
ENST00000609472.5	ENSG00000230615.9	ENSG00000230615
ENST00000623351.1	ENSG00000230615.9	ENSG00000230615
ENST00000625982.1	ENSG00000230615.9	ENSG00000230615
ENST00000626342.1	ENSG00000230615.9	ENSG00000230615
ENST00000626430.1	ENSG00000230615.9	ENSG00000230615
ENST00000627824.2	ENSG00000230615.9	ENSG00000230615
ENST00000628234.2	ENSG00000230615.9	ENSG00000230615
ENST00000630871.2	ENSG00000230615.9	ENSG00000230615
ENST00000656061.1	ENSG00000230615.9	ENSG00000230615
ENST00000657086.3	ENSG00000230615.9	ENSG00000230615
ENST00000693417.2	ENSG00000230615.9	ENSG00000230615
ENST00000836620.1	ENSG00000230615.9	ENSG00000230615
ENST00000836621.1	ENSG00000230615.9	ENSG00000230615
ENST00000836622.1	ENSG00000230615.9	ENSG00000230615
ENST00000836623.1	ENSG00000230615.9	ENSG00000230615
ENST00000836624.1	ENSG00000230615.9	ENSG00000230615
ENST00000836626.1	ENSG00000230615.9	ENSG00000230615
ENST00000836627.1	ENSG00000230615.9	ENSG00000230615
ENST00000836628.1	ENSG00000230615.9	ENSG00000230615
ENST00000836629.1	ENSG00000230615.9	ENSG00000230615
ENST00000836630.1	ENSG00000230615.9	ENSG00000230615
ENST00000836631.1	ENSG00000230615.9	ENSG00000230615
ENST00000836632.1	ENSG00000230615.9	ENSG00000230615
ENST00000836633.1	ENSG00000230615.9	ENSG00000230615
