transcript_id	gene_id	transcript_name	gene_name	high_confident_pass_count	genome_count
ENST00000811797.1	ENSG00000241163.11	LINC00877-237	LINC00877	11	11
ENST00000664354.1	ENSG00000243083.9	LINC00870-206	LINC00870	11	11
ENST00000491567.2	ENSG00000242618.2	ENST00000491567	ENSG00000242618	11	11
ENST00000811804.1	ENSG00000241163.11	LINC00877-244	LINC00877	11	11
ENST00000811846.1	ENSG00000241163.11	LINC00877-286	LINC00877	11	11
ENST00000811847.1	ENSG00000241163.11	LINC00877-287	LINC00877	11	11
ENST00000811827.1	ENSG00000241163.11	LINC00877-267	LINC00877	11	11
ENST00000692457.2	ENSG00000241163.11	LINC00877-228	LINC00877	11	11
ENST00000811817.1	ENSG00000241163.11	LINC00877-257	LINC00877	11	11
ENST00000693126.2	ENSG00000241163.11	LINC00877-230	LINC00877	11	11
ENST00000812249.1	ENSG00000305654.1	ENST00000812249	ENSG00000305654	11	11
ENST00000811843.1	ENSG00000241163.11	LINC00877-283	LINC00877	11	11
ENST00000689824.3	ENSG00000241163.11	LINC00877-226	LINC00877	11	11
ENST00000811826.1	ENSG00000241163.11	LINC00877-266	LINC00877	11	11
ENST00000811828.1	ENSG00000241163.11	LINC00877-268	LINC00877	11	11
ENST00000811830.1	ENSG00000241163.11	LINC00877-270	LINC00877	11	11
ENST00000811829.1	ENSG00000241163.11	LINC00877-269	LINC00877	11	11
ENST00000820914.1	ENSG00000306772.1	ENST00000820914	ENSG00000306772	11	11
ENST00000794239.1	ENSG00000287882.2	ENST00000794239	ENSG00000287882	11	11
ENST00000671101.1	ENSG00000287882.2	ENST00000671101	ENSG00000287882	11	11
ENST00000794240.1	ENSG00000287882.2	ENST00000794240	ENSG00000287882	11	11
ENST00000570082.1	ENSG00000260670.1	ENST00000570082	ENSG00000260670	11	11
ENST00000823030.1	ENSG00000307037.1	ENST00000823030	ENSG00000307037	11	11
ENST00000823031.1	ENSG00000307037.1	ENST00000823031	ENSG00000307037	11	11
ENST00000810668.1	ENSG00000305376.1	ENST00000810668	ENSG00000305376	11	11
ENST00000810551.1	ENSG00000305353.1	ENST00000810551	ENSG00000305353	11	11
ENST00000810552.1	ENSG00000305353.1	ENST00000810552	ENSG00000305353	11	11
ENST00000810553.1	ENSG00000305353.1	ENST00000810553	ENSG00000305353	11	11
ENST00000810549.1	ENSG00000305353.1	ENST00000810549	ENSG00000305353	11	11
ENST00000810554.1	ENSG00000305353.1	ENST00000810554	ENSG00000305353	11	11
ENST00000810555.1	ENSG00000305353.1	ENST00000810555	ENSG00000305353	11	11
ENST00000810550.1	ENSG00000305353.1	ENST00000810550	ENSG00000305353	11	11
ENST00000810556.1	ENSG00000305353.1	ENST00000810556	ENSG00000305353	11	11
ENST00000810476.1	ENSG00000244345.2	ENST00000810476	ENSG00000244345	11	11
ENST00000478745.1	ENSG00000244345.2	ENST00000478745	ENSG00000244345	11	11
ENST00000629165.1	ENSG00000280864.1	ENST00000629165	ENSG00000280864	11	11
ENST00000810482.1	ENSG00000244345.2	ENST00000810482	ENSG00000244345	11	11
ENST00000810480.1	ENSG00000244345.2	ENST00000810480	ENSG00000244345	11	11
ENST00000810481.1	ENSG00000244345.2	ENST00000810481	ENSG00000244345	11	11
ENST00000810477.1	ENSG00000244345.2	ENST00000810477	ENSG00000244345	11	11
ENST00000810479.1	ENSG00000244345.2	ENST00000810479	ENSG00000244345	11	11
ENST00000764851.1	ENSG00000299585.1	ENST00000764851	ENSG00000299585	11	11
ENST00000764853.1	ENSG00000299585.1	ENST00000764853	ENSG00000299585	11	11
ENST00000764852.1	ENSG00000299585.1	ENST00000764852	ENSG00000299585	11	11
ENST00000764854.1	ENSG00000299585.1	ENST00000764854	ENSG00000299585	11	11
ENST00000747314.1	ENSG00000297356.1	ENST00000747314	ENSG00000297356	11	11
ENST00000747315.1	ENSG00000297356.1	ENST00000747315	ENSG00000297356	11	11
ENST00000747525.1	ENSG00000297372.1	ENST00000747525	ENSG00000297372	11	11
ENST00000807856.1	ENSG00000305024.1	ENST00000807856	ENSG00000305024	11	11
ENST00000807857.1	ENSG00000305024.1	ENST00000807857	ENSG00000305024	11	11
ENST00000807858.1	ENSG00000305024.1	ENST00000807858	ENSG00000305024	11	11
ENST00000807859.1	ENSG00000305024.1	ENST00000807859	ENSG00000305024	11	11
ENST00000807860.1	ENSG00000305024.1	ENST00000807860	ENSG00000305024	11	11
ENST00000807861.1	ENSG00000305024.1	ENST00000807861	ENSG00000305024	11	11
ENST00000736321.1	ENSG00000287595.4	ENST00000736321	ENSG00000287595	11	11
ENST00000736315.1	ENSG00000287595.4	ENST00000736315	ENSG00000287595	11	11
ENST00000659534.2	ENSG00000287595.4	ENST00000659534	ENSG00000287595	11	11
ENST00000687092.1	ENSG00000287595.4	ENST00000687092	ENSG00000287595	11	11
ENST00000736316.1	ENSG00000287595.4	ENST00000736316	ENSG00000287595	11	11
ENST00000736317.1	ENSG00000287595.4	ENST00000736317	ENSG00000287595	11	11
ENST00000736318.1	ENSG00000287595.4	ENST00000736318	ENSG00000287595	11	11
ENST00000736319.1	ENSG00000287595.4	ENST00000736319	ENSG00000287595	11	11
ENST00000736320.1	ENSG00000287595.4	ENST00000736320	ENSG00000287595	11	11
ENST00000736322.1	ENSG00000287595.4	ENST00000736322	ENSG00000287595	11	11
ENST00000832110.1	ENSG00000308164.1	ENST00000832110	ENSG00000308164	11	11
ENST00000832111.1	ENSG00000308164.1	ENST00000832111	ENSG00000308164	11	11
ENST00000832112.1	ENSG00000308164.1	ENST00000832112	ENSG00000308164	11	11
ENST00000832113.1	ENSG00000308164.1	ENST00000832113	ENSG00000308164	11	11
ENST00000832114.1	ENSG00000308164.1	ENST00000832114	ENSG00000308164	11	11
ENST00000832115.1	ENSG00000308164.1	ENST00000832115	ENSG00000308164	11	11
ENST00000832116.1	ENSG00000308164.1	ENST00000832116	ENSG00000308164	11	11
ENST00000848626.1	ENSG00000310267.1	ENST00000848626	ENSG00000310267	11	11
ENST00000848625.1	ENSG00000310267.1	ENST00000848625	ENSG00000310267	11	11
ENST00000840358.1	ENSG00000309334.1	ENST00000840358	ENSG00000309334	11	11
ENST00000608304.6	ENSG00000239677.7	PDZRN3-AS1-202	PDZRN3-AS1	11	11
ENST00000840462.1	ENSG00000239677.7	PDZRN3-AS1-205	PDZRN3-AS1	11	11
ENST00000840464.1	ENSG00000239677.7	PDZRN3-AS1-207	PDZRN3-AS1	11	11
ENST00000608743.6	ENSG00000239677.7	PDZRN3-AS1-203	PDZRN3-AS1	11	11
ENST00000619517.5	ENSG00000239677.7	PDZRN3-AS1-204	PDZRN3-AS1	11	11
ENST00000840463.1	ENSG00000239677.7	PDZRN3-AS1-206	PDZRN3-AS1	11	11
ENST00000478988.3	ENSG00000239677.7	PDZRN3-AS1-201	PDZRN3-AS1	11	11
ENST00000625169.1	ENSG00000278934.1	ENST00000625169	ENSG00000278934	11	11
ENST00000840465.1	ENSG00000239677.7	PDZRN3-AS1-208	PDZRN3-AS1	11	11
ENST00000840467.1	ENSG00000239677.7	PDZRN3-AS1-210	PDZRN3-AS1	11	11
ENST00000840466.1	ENSG00000239677.7	PDZRN3-AS1-209	PDZRN3-AS1	11	11
ENST00000756010.1	ENSG00000298501.1	ENST00000756010	ENSG00000298501	11	11
ENST00000756011.1	ENSG00000298501.1	ENST00000756011	ENSG00000298501	11	11
ENST00000659853.1	ENSG00000242741.3	LINC02005-202	LINC02005	11	11
ENST00000498832.1	ENSG00000242741.3	LINC02005-201	LINC02005	11	11
ENST00000670514.1	ENSG00000242741.3	LINC02005-204	LINC02005	11	11
ENST00000664767.1	ENSG00000242741.3	LINC02005-203	LINC02005	11	11
ENST00000756909.1	ENSG00000242741.3	LINC02005-205	LINC02005	11	11
ENST00000494761.1	ENSG00000239454.1	LINC02047-201	LINC02047	11	11
ENST00000721397.1	ENSG00000294139.1	ENST00000721397	ENSG00000294139	11	11
ENST00000721247.1	ENSG00000294121.1	ENST00000721247	ENSG00000294121	11	11
ENST00000721248.1	ENSG00000294121.1	ENST00000721248	ENSG00000294121	11	11
ENST00000721245.1	ENSG00000294121.1	ENST00000721245	ENSG00000294121	11	11
ENST00000721246.1	ENSG00000294121.1	ENST00000721246	ENSG00000294121	11	11
ENST00000747178.1	ENSG00000297338.1	ENST00000747178	ENSG00000297338	11	11
ENST00000819920.1	ENSG00000306639.1	ENST00000819920	ENSG00000306639	11	11
ENST00000819921.1	ENSG00000306639.1	ENST00000819921	ENSG00000306639	11	11
ENST00000770388.1	ENSG00000300252.1	ENST00000770388	ENSG00000300252	11	11
ENST00000770386.1	ENSG00000300252.1	ENST00000770386	ENSG00000300252	11	11
ENST00000770384.1	ENSG00000300252.1	ENST00000770384	ENSG00000300252	11	11
ENST00000770385.1	ENSG00000300252.1	ENST00000770385	ENSG00000300252	11	11
ENST00000734772.1	ENSG00000253917.5	ENST00000734772	ENSG00000253917	11	11
ENST00000702306.1	ENSG00000291223.1	FAM86DP-249	FAM86DP	11	11
ENST00000711463.1	ENSG00000288323.2	FAM86DP-210	FAM86DP	11	11
ENST00000478666.6	ENSG00000291223.1	FAM86DP-227	FAM86DP	11	11
ENST00000689507.1	ENSG00000291223.1	FAM86DP-237	FAM86DP	11	11
ENST00000690400.1	ENSG00000291223.1	FAM86DP-238	FAM86DP	11	11
ENST00000692276.1	ENSG00000291223.1	FAM86DP-241	FAM86DP	11	11
ENST00000673062.2	ENSG00000288323.2	FAM86DP-205	FAM86DP	11	11
ENST00000711464.1	ENSG00000288323.2	FAM86DP-211	FAM86DP	11	11
ENST00000711465.1	ENSG00000288323.2	FAM86DP-212	FAM86DP	11	11
ENST00000711466.1	ENSG00000288323.2	FAM86DP-213	FAM86DP	11	11
ENST00000690979.2	ENSG00000291223.1	FAM86DP-240	FAM86DP	11	11
ENST00000711467.1	ENSG00000288323.2	FAM86DP-214	FAM86DP	11	11
ENST00000484945.6	ENSG00000291223.1	FAM86DP-228	FAM86DP	11	11
ENST00000686855.1	ENSG00000291223.1	FAM86DP-233	FAM86DP	11	11
ENST00000700858.1	ENSG00000291223.1	FAM86DP-242	FAM86DP	11	11
ENST00000711468.1	ENSG00000288323.2	FAM86DP-215	FAM86DP	11	11
ENST00000711469.1	ENSG00000288323.2	FAM86DP-216	FAM86DP	11	11
ENST00000459803.7	ENSG00000291223.1	FAM86DP-226	FAM86DP	11	11
ENST00000489609.6	ENSG00000291223.1	FAM86DP-229	FAM86DP	11	11
ENST00000690600.1	ENSG00000291223.1	FAM86DP-239	FAM86DP	11	11
ENST00000711470.1	ENSG00000288323.2	FAM86DP-217	FAM86DP	11	11
ENST00000685730.1	ENSG00000291223.1	FAM86DP-232	FAM86DP	11	11
ENST00000711472.1	ENSG00000288323.2	FAM86DP-219	FAM86DP	11	11
ENST00000689391.1	ENSG00000291223.1	FAM86DP-235	FAM86DP	11	11
ENST00000711473.1	ENSG00000288323.2	FAM86DP-220	FAM86DP	11	11
ENST00000815765.1	ENSG00000272690.7	LINC02018-287	LINC02018	11	11
ENST00000659018.2	ENSG00000272690.7	LINC02018-219	LINC02018	11	11
ENST00000815767.1	ENSG00000272690.7	LINC02018-289	LINC02018	11	11
ENST00000815894.1	ENSG00000272690.7	LINC02018-416	LINC02018	11	11
ENST00000659468.1	ENSG00000272690.7	LINC02018-220	LINC02018	11	11
ENST00000673103.1	ENSG00000288312.1	LINC02018-474	LINC02018	11	11
ENST00000815769.1	ENSG00000272690.7	LINC02018-291	LINC02018	11	11
ENST00000815770.1	ENSG00000272690.7	LINC02018-292	LINC02018	11	11
ENST00000815786.1	ENSG00000272690.7	LINC02018-308	LINC02018	11	11
ENST00000815785.1	ENSG00000272690.7	LINC02018-307	LINC02018	11	11
ENST00000815771.1	ENSG00000272690.7	LINC02018-293	LINC02018	11	11
ENST00000815859.1	ENSG00000272690.7	LINC02018-381	LINC02018	11	11
ENST00000667045.1	ENSG00000272690.7	LINC02018-232	LINC02018	11	11
ENST00000671725.1	ENSG00000288312.1	LINC02018-447	LINC02018	11	11
ENST00000669740.1	ENSG00000272690.7	LINC02018-236	LINC02018	11	11
ENST00000671927.1	ENSG00000288312.1	LINC02018-457	LINC02018	11	11
ENST00000656497.1	ENSG00000272690.7	LINC02018-212	LINC02018	11	11
ENST00000667743.1	ENSG00000272690.7	LINC02018-233	LINC02018	11	11
ENST00000671712.1	ENSG00000288312.1	LINC02018-446	LINC02018	11	11
ENST00000671896.1	ENSG00000288312.1	LINC02018-456	LINC02018	11	11
ENST00000673581.1	ENSG00000288312.1	LINC02018-482	LINC02018	11	11
ENST00000815777.1	ENSG00000272690.7	LINC02018-299	LINC02018	11	11
ENST00000815787.1	ENSG00000272690.7	LINC02018-309	LINC02018	11	11
ENST00000815866.1	ENSG00000272690.7	LINC02018-388	LINC02018	11	11
ENST00000815775.1	ENSG00000272690.7	LINC02018-297	LINC02018	11	11
ENST00000815869.1	ENSG00000272690.7	LINC02018-391	LINC02018	11	11
ENST00000815870.1	ENSG00000272690.7	LINC02018-392	LINC02018	11	11
ENST00000815877.1	ENSG00000272690.7	LINC02018-399	LINC02018	11	11
ENST00000815875.1	ENSG00000272690.7	LINC02018-397	LINC02018	11	11
ENST00000815776.1	ENSG00000272690.7	LINC02018-298	LINC02018	11	11
ENST00000815880.1	ENSG00000272690.7	LINC02018-402	LINC02018	11	11
ENST00000815779.1	ENSG00000272690.7	LINC02018-301	LINC02018	11	11
ENST00000815882.1	ENSG00000272690.7	LINC02018-404	LINC02018	11	11
ENST00000815885.1	ENSG00000272690.7	LINC02018-407	LINC02018	11	11
ENST00000815782.1	ENSG00000272690.7	LINC02018-304	LINC02018	11	11
ENST00000658657.1	ENSG00000272690.7	LINC02018-217	LINC02018	11	11
ENST00000672537.1	ENSG00000288312.1	LINC02018-462	LINC02018	11	11
ENST00000656118.2	ENSG00000272690.7	LINC02018-210	LINC02018	11	11
ENST00000815815.1	ENSG00000272690.7	LINC02018-337	LINC02018	11	11
ENST00000664023.1	ENSG00000272690.7	LINC02018-227	LINC02018	11	11
ENST00000673297.1	ENSG00000288312.1	LINC02018-479	LINC02018	11	11
ENST00000666032.1	ENSG00000272690.7	LINC02018-230	LINC02018	11	11
ENST00000658414.1	ENSG00000272690.7	LINC02018-215	LINC02018	11	11
ENST00000815802.1	ENSG00000272690.7	LINC02018-324	LINC02018	11	11
ENST00000815811.1	ENSG00000272690.7	LINC02018-333	LINC02018	11	11
ENST00000656378.1	ENSG00000272690.7	LINC02018-211	LINC02018	11	11
ENST00000815813.1	ENSG00000272690.7	LINC02018-335	LINC02018	11	11
ENST00000815808.1	ENSG00000272690.7	LINC02018-330	LINC02018	11	11
ENST00000815781.1	ENSG00000272690.7	LINC02018-303	LINC02018	11	11
ENST00000815824.1	ENSG00000272690.7	LINC02018-346	LINC02018	11	11
ENST00000672778.1	ENSG00000288312.1	LINC02018-467	LINC02018	11	11
ENST00000673155.1	ENSG00000288312.1	LINC02018-476	LINC02018	11	11
ENST00000672492.1	ENSG00000288312.1	LINC02018-461	LINC02018	11	11
ENST00000666979.1	ENSG00000272690.7	LINC02018-231	LINC02018	11	11
ENST00000673063.1	ENSG00000288312.1	LINC02018-471	LINC02018	11	11
ENST00000815794.1	ENSG00000272690.7	LINC02018-316	LINC02018	11	11
ENST00000660619.1	ENSG00000272690.7	LINC02018-222	LINC02018	11	11
ENST00000672562.1	ENSG00000288312.1	LINC02018-463	LINC02018	11	11
ENST00000610109.1	ENSG00000272690.7	LINC02018-203	LINC02018	11	11
ENST00000671742.1	ENSG00000288312.1	LINC02018-449	LINC02018	11	11
ENST00000594843.1	ENSG00000241288.9	LINC02614-203	LINC02614	11	11
ENST00000815368.1	ENSG00000290410.2	ENST00000815368	ENSG00000290410	11	11
ENST00000810294.1	ENSG00000293315.2	ENST00000810294	ENSG00000293315	11	11
ENST00000810297.1	ENSG00000293315.2	ENST00000810297	ENSG00000293315	11	11
ENST00000810063.1	ENSG00000242516.5	LINC00960-212	LINC00960	11	11
ENST00000662338.1	ENSG00000242516.5	LINC00960-205	LINC00960	11	11
ENST00000666754.1	ENSG00000242516.5	LINC00960-207	LINC00960	11	11
ENST00000492922.1	ENSG00000242516.5	LINC00960-202	LINC00960	11	11
ENST00000815661.1	ENSG00000306147.1	ENST00000815661	ENSG00000306147	11	11
ENST00000815660.1	ENSG00000306147.1	ENST00000815660	ENSG00000306147	11	11
ENST00000689647.1	ENSG00000288793.1	ENST00000689647	ENSG00000288793	11	11
ENST00000731537.1	ENSG00000295644.1	ENST00000731537	ENSG00000295644	11	11
ENST00000731538.1	ENSG00000295644.1	ENST00000731538	ENSG00000295644	11	11
ENST00000666024.1	ENSG00000287567.1	ENST00000666024	ENSG00000287567	11	11
ENST00000810515.1	ENSG00000305342.1	ENST00000810515	ENSG00000305342	11	11
ENST00000771691.1	ENSG00000300444.1	ENST00000771691	ENSG00000300444	11	11
ENST00000756759.1	ENSG00000298601.1	ENST00000756759	ENSG00000298601	11	11
ENST00000465795.2	ENSG00000244461.2	LINC02077-201	LINC02077	11	11
ENST00000799529.1	ENSG00000304080.1	ENST00000799529	ENSG00000304080	11	11
ENST00000799530.1	ENSG00000304080.1	ENST00000799530	ENSG00000304080	11	11
ENST00000461186.1	ENSG00000240573.1	ENST00000461186	ENSG00000240573	11	11
ENST00000727739.1	ENSG00000295069.1	ENST00000727739	ENSG00000295069	11	11
ENST00000781682.1	ENSG00000301770.1	ENST00000781682	ENSG00000301770	11	11
ENST00000810816.1	ENSG00000305417.1	ENST00000810816	ENSG00000305417	11	11
ENST00000833833.1	ENSG00000308407.1	ENST00000833833	ENSG00000308407	11	11
ENST00000825749.1	ENSG00000307408.1	ENST00000825749	ENSG00000307408	11	11
ENST00000825748.1	ENSG00000307408.1	ENST00000825748	ENSG00000307408	11	11
ENST00000796712.1	ENSG00000303718.1	ENST00000796712	ENSG00000303718	11	11
ENST00000811513.1	ENSG00000242828.2	ENST00000811513	ENSG00000242828	11	11
ENST00000811514.1	ENSG00000242828.2	ENST00000811514	ENSG00000242828	11	11
ENST00000687074.2	ENSG00000242828.2	ENST00000687074	ENSG00000242828	11	11
ENST00000811518.1	ENSG00000242828.2	ENST00000811518	ENSG00000242828	11	11
ENST00000811517.1	ENSG00000242828.2	ENST00000811517	ENSG00000242828	11	11
ENST00000482003.1	ENSG00000242828.2	ENST00000482003	ENSG00000242828	11	11
ENST00000667434.1	ENSG00000242781.3	LINC02050-205	LINC02050	11	11
ENST00000473938.1	ENSG00000242781.3	LINC02050-201	LINC02050	11	11
ENST00000811519.1	ENSG00000242828.2	ENST00000811519	ENSG00000242828	11	11
ENST00000654848.2	ENSG00000242781.3	LINC02050-203	LINC02050	11	11
ENST00000654830.1	ENSG00000242781.3	LINC02050-202	LINC02050	11	11
ENST00000811635.1	ENSG00000242781.3	LINC02050-207	LINC02050	11	11
ENST00000690741.3	ENSG00000243694.6	LINC02027-208	LINC02027	11	11
ENST00000687870.3	ENSG00000243694.6	LINC02027-206	LINC02027	11	11
ENST00000662919.2	ENSG00000243694.6	LINC02027-203	LINC02027	11	11
ENST00000653347.3	ENSG00000243694.6	LINC02027-202	LINC02027	11	11
ENST00000693619.3	ENSG00000243694.6	LINC02027-210	LINC02027	11	11
ENST00000691568.2	ENSG00000243694.6	LINC02027-209	LINC02027	11	11
ENST00000482617.4	ENSG00000243694.6	LINC02027-201	LINC02027	11	11
ENST00000701007.1	ENSG00000243694.6	LINC02027-211	LINC02027	11	11
ENST00000666975.2	ENSG00000243694.6	LINC02027-205	LINC02027	11	11
ENST00000846356.1	ENSG00000243694.6	LINC02027-215	LINC02027	11	11
ENST00000846355.1	ENSG00000243694.6	LINC02027-214	LINC02027	11	11
ENST00000689551.2	ENSG00000243694.6	LINC02027-207	LINC02027	11	11
ENST00000846367.1	ENSG00000243694.6	LINC02027-226	LINC02027	11	11
ENST00000701405.2	ENSG00000243694.6	LINC02027-212	LINC02027	11	11
ENST00000846362.1	ENSG00000243694.6	LINC02027-221	LINC02027	11	11
ENST00000846358.1	ENSG00000243694.6	LINC02027-217	LINC02027	11	11
ENST00000666491.1	ENSG00000243694.6	LINC02027-204	LINC02027	11	11
ENST00000846360.1	ENSG00000243694.6	LINC02027-219	LINC02027	11	11
ENST00000846361.1	ENSG00000243694.6	LINC02027-220	LINC02027	11	11
ENST00000846359.1	ENSG00000243694.6	LINC02027-218	LINC02027	11	11
ENST00000846363.1	ENSG00000243694.6	LINC02027-222	LINC02027	11	11
ENST00000846364.1	ENSG00000243694.6	LINC02027-223	LINC02027	11	11
ENST00000846365.1	ENSG00000243694.6	LINC02027-224	LINC02027	11	11
ENST00000846366.1	ENSG00000243694.6	LINC02027-225	LINC02027	11	11
ENST00000846354.1	ENSG00000243694.6	LINC02027-213	LINC02027	11	11
ENST00000810172.1	ENSG00000242145.2	ENST00000810172	ENSG00000242145	11	11
ENST00000474149.2	ENSG00000242145.2	ENST00000474149	ENSG00000242145	11	11
ENST00000770121.1	ENSG00000300214.1	ENST00000770121	ENSG00000300214	11	11
ENST00000464131.1	ENSG00000241593.6	ENST00000464131	ENSG00000241593	11	11
ENST00000657713.1	ENSG00000287053.1	ENST00000657713	ENSG00000287053	11	11
ENST00000732932.1	ENSG00000295837.1	ENST00000732932	ENSG00000295837	11	11
ENST00000497946.1	ENSG00000242190.1	ENST00000497946	ENSG00000242190	11	11
ENST00000844031.1	ENSG00000309799.1	ENST00000844031	ENSG00000309799	11	11
ENST00000845997.1	ENSG00000309926.1	ENST00000845997	ENSG00000309926	11	11
ENST00000671096.1	ENSG00000242009.3	ENST00000671096	ENSG00000242009	11	11
ENST00000654999.1	ENSG00000242009.3	ENST00000654999	ENSG00000242009	11	11
ENST00000664839.1	ENSG00000242009.3	ENST00000664839	ENSG00000242009	11	11
ENST00000655168.1	ENSG00000242009.3	ENST00000655168	ENSG00000242009	11	11
ENST00000666498.1	ENSG00000242009.3	ENST00000666498	ENSG00000242009	11	11
ENST00000670278.1	ENSG00000242009.3	ENST00000670278	ENSG00000242009	11	11
ENST00000655956.1	ENSG00000242009.3	ENST00000655956	ENSG00000242009	11	11
ENST00000846089.1	ENSG00000242009.3	ENST00000846089	ENSG00000242009	11	11
ENST00000846091.1	ENSG00000242009.3	ENST00000846091	ENSG00000242009	11	11
ENST00000846090.1	ENSG00000242009.3	ENST00000846090	ENSG00000242009	11	11
ENST00000471614.1	ENSG00000242009.3	ENST00000471614	ENSG00000242009	11	11
ENST00000657414.1	ENSG00000242009.3	ENST00000657414	ENSG00000242009	11	11
ENST00000846092.1	ENSG00000242009.3	ENST00000846092	ENSG00000242009	11	11
ENST00000768698.1	ENSG00000242009.3	ENST00000768698	ENSG00000242009	11	11
ENST00000494340.3	ENSG00000239440.7	LINC02008-202	LINC02008	11	11
ENST00000725966.1	ENSG00000239440.7	LINC02008-213	LINC02008	11	11
ENST00000725962.1	ENSG00000239440.7	LINC02008-209	LINC02008	11	11
ENST00000654980.1	ENSG00000239440.7	LINC02008-204	LINC02008	11	11
ENST00000725963.1	ENSG00000239440.7	LINC02008-210	LINC02008	11	11
ENST00000725961.1	ENSG00000239440.7	LINC02008-208	LINC02008	11	11
ENST00000726217.1	ENSG00000294826.1	ENST00000726217	ENSG00000294826	11	11
ENST00000726218.1	ENSG00000294826.1	ENST00000726218	ENSG00000294826	11	11
ENST00000725964.1	ENSG00000239440.7	LINC02008-211	LINC02008	11	11
ENST00000725965.1	ENSG00000239440.7	LINC02008-212	LINC02008	11	11
ENST00000725970.1	ENSG00000239440.7	LINC02008-217	LINC02008	11	11
ENST00000725968.1	ENSG00000239440.7	LINC02008-215	LINC02008	11	11
ENST00000726066.1	ENSG00000294805.1	ENST00000726066	ENSG00000294805	11	11
ENST00000725967.1	ENSG00000239440.7	LINC02008-214	LINC02008	11	11
ENST00000725971.1	ENSG00000239440.7	LINC02008-218	LINC02008	11	11
ENST00000780116.1	ENSG00000288004.2	ENST00000780116	ENSG00000288004	11	11
ENST00000670186.1	ENSG00000288004.2	ENST00000670186	ENSG00000288004	11	11
ENST00000780115.1	ENSG00000288004.2	ENST00000780115	ENSG00000288004	11	11
ENST00000730376.1	ENSG00000295479.1	ENST00000730376	ENSG00000295479	11	11
ENST00000730377.1	ENSG00000295479.1	ENST00000730377	ENSG00000295479	11	11
ENST00000655435.1	ENSG00000286567.1	ENST00000655435	ENSG00000286567	11	11
ENST00000702662.2	ENSG00000287158.4	ENST00000702662	ENSG00000287158	11	11
ENST00000751787.1	ENSG00000287158.4	ENST00000751787	ENSG00000287158	11	11
ENST00000687615.2	ENSG00000287158.4	ENST00000687615	ENSG00000287158	11	11
ENST00000751782.1	ENSG00000287158.4	ENST00000751782	ENSG00000287158	11	11
ENST00000693067.3	ENSG00000287158.4	ENST00000693067	ENSG00000287158	11	11
ENST00000751785.1	ENSG00000287158.4	ENST00000751785	ENSG00000287158	11	11
ENST00000702126.2	ENSG00000287158.4	ENST00000702126	ENSG00000287158	11	11
ENST00000751791.1	ENSG00000287158.4	ENST00000751791	ENSG00000287158	11	11
ENST00000702059.2	ENSG00000287158.4	ENST00000702059	ENSG00000287158	11	11
ENST00000701917.2	ENSG00000287158.4	ENST00000701917	ENSG00000287158	11	11
ENST00000751783.1	ENSG00000287158.4	ENST00000751783	ENSG00000287158	11	11
ENST00000751792.1	ENSG00000287158.4	ENST00000751792	ENSG00000287158	11	11
ENST00000751788.1	ENSG00000287158.4	ENST00000751788	ENSG00000287158	11	11
ENST00000751800.1	ENSG00000287158.4	ENST00000751800	ENSG00000287158	11	11
ENST00000655014.1	ENSG00000287158.4	ENST00000655014	ENSG00000287158	11	11
ENST00000751793.1	ENSG00000287158.4	ENST00000751793	ENSG00000287158	11	11
ENST00000751789.1	ENSG00000287158.4	ENST00000751789	ENSG00000287158	11	11
ENST00000751795.1	ENSG00000287158.4	ENST00000751795	ENSG00000287158	11	11
ENST00000751794.1	ENSG00000287158.4	ENST00000751794	ENSG00000287158	11	11
ENST00000751790.1	ENSG00000287158.4	ENST00000751790	ENSG00000287158	11	11
ENST00000751786.1	ENSG00000287158.4	ENST00000751786	ENSG00000287158	11	11
ENST00000751784.1	ENSG00000287158.4	ENST00000751784	ENSG00000287158	11	11
ENST00000751796.1	ENSG00000287158.4	ENST00000751796	ENSG00000287158	11	11
ENST00000751797.1	ENSG00000287158.4	ENST00000751797	ENSG00000287158	11	11
ENST00000702130.1	ENSG00000287158.4	ENST00000702130	ENSG00000287158	11	11
ENST00000751781.1	ENSG00000287158.4	ENST00000751781	ENSG00000287158	11	11
ENST00000751798.1	ENSG00000287158.4	ENST00000751798	ENSG00000287158	11	11
ENST00000653196.2	ENSG00000242641.7	LINC00971-205	LINC00971	11	11
ENST00000484892.5	ENSG00000242641.7	LINC00971-202	LINC00971	11	11
ENST00000845041.1	ENSG00000309890.1	ENST00000845041	ENSG00000309890	11	11
ENST00000482721.5	ENSG00000242641.7	LINC00971-201	LINC00971	11	11
ENST00000658763.1	ENSG00000242641.7	LINC00971-208	LINC00971	11	11
ENST00000661490.1	ENSG00000242641.7	LINC00971-209	LINC00971	11	11
ENST00000654507.1	ENSG00000242641.7	LINC00971-207	LINC00971	11	11
ENST00000491849.1	ENSG00000242641.7	LINC00971-203	LINC00971	11	11
ENST00000652873.1	ENSG00000242641.7	LINC00971-204	LINC00971	11	11
ENST00000661831.1	ENSG00000242339.2	LINC02025-202	LINC02025	11	11
ENST00000663690.2	ENSG00000284804.2	LINC02025-204	LINC02025	11	11
ENST00000488348.1	ENSG00000242339.2	LINC02025-201	LINC02025	11	11
ENST00000647170.1	ENSG00000284804.2	LINC02025-203	LINC02025	11	11
ENST00000666897.1	ENSG00000287273.1	ENST00000666897	ENSG00000287273	11	11
