transcript_id	gene_id	transcript_name	gene_name	high_confident_pass_count	strict_pass_count	basic_pass_count	genome_count	high_confident_all_genomes
ENST00000735567.1	ENSG00000286058.3	ENST00000735567	ENSG00000286058	9	9	9	11	0
ENST00000735565.1	ENSG00000286058.3	ENST00000735565	ENSG00000286058	9	9	9	11	0
ENST00000715340.1	ENSG00000286058.3	ENST00000715340	ENSG00000286058	6	7	10	11	0
ENST00000449170.2	ENSG00000286058.3	ENST00000449170	ENSG00000286058	8	8	9	11	0
ENST00000444030.5	ENSG00000286058.3	ENST00000444030	ENSG00000286058	7	7	7	11	0
ENST00000735570.1	ENSG00000286058.3	ENST00000735570	ENSG00000286058	9	9	10	11	0
ENST00000709852.1	ENSG00000292147.1	ENST00000709852	ENSG00000292147	7	7	8	11	0
ENST00000822190.1	ENSG00000290700.2	ENST00000822190	ENSG00000290700	5	5	8	11	0
ENST00000621705.1	ENSG00000276888.1	ENST00000621705	ENSG00000276888	3	3	7	11	0
ENST00000422014.1	ENSG00000236666.1	POTEH-AS1-201	POTEH-AS1	5	5	9	11	0
ENST00000613990.1	ENSG00000275563.1	ENST00000613990	ENSG00000275563	4	4	6	11	0
ENST00000720615.1	ENSG00000285819.2	ENST00000720615	ENSG00000285819	7	7	8	11	0
ENST00000720619.1	ENSG00000285819.2	ENST00000720619	ENSG00000285819	8	8	8	11	0
ENST00000648578.1	ENSG00000285819.2	ENST00000648578	ENSG00000285819	7	8	8	11	0
ENST00000720613.1	ENSG00000285819.2	ENST00000720613	ENSG00000285819	8	8	8	11	0
ENST00000720614.1	ENSG00000285819.2	ENST00000720614	ENSG00000285819	8	10	11	11	0
ENST00000720616.1	ENSG00000285819.2	ENST00000720616	ENSG00000285819	10	10	11	11	0
ENST00000720618.1	ENSG00000285819.2	ENST00000720618	ENSG00000285819	10	10	10	11	0
ENST00000720612.1	ENSG00000285819.2	ENST00000720612	ENSG00000285819	7	7	7	11	0
ENST00000720617.1	ENSG00000285819.2	ENST00000720617	ENSG00000285819	10	10	11	11	0
ENST00000620025.1	ENSG00000290346.1	ENST00000620025	ENSG00000290346	4	4	8	11	0
ENST00000717491.1	ENSG00000230471.2	ENST00000717491	ENSG00000230471	6	6	9	11	0
ENST00000733504.1	ENSG00000295884.1	ENST00000733504	ENSG00000295884	11	11	11	11	1
ENST00000429282.5	ENSG00000233221.7	ARHGEF4-AS1-201	ARHGEF4-AS1	10	10	10	11	0
ENST00000446213.2	ENSG00000233221.7	ARHGEF4-AS1-202	ARHGEF4-AS1	10	10	10	11	0
ENST00000660150.1	ENSG00000233221.7	ARHGEF4-AS1-203	ARHGEF4-AS1	10	10	10	11	0
ENST00000722147.1	ENSG00000294249.1	ENST00000722147	ENSG00000294249	9	9	9	11	0
ENST00000792808.1	ENSG00000303210.1	ENST00000792808	ENSG00000303210	9	9	9	11	0
ENST00000792807.1	ENSG00000303210.1	ENST00000792807	ENSG00000303210	9	9	9	11	0
ENST00000792809.1	ENSG00000303210.1	ENST00000792809	ENSG00000303210	9	9	9	11	0
ENST00000746203.1	ENSG00000297211.1	ENST00000746203	ENSG00000297211	9	9	9	11	0
ENST00000746204.1	ENSG00000297211.1	ENST00000746204	ENSG00000297211	9	9	9	11	0
ENST00000746205.1	ENSG00000297211.1	ENST00000746205	ENSG00000297211	9	9	9	11	0
ENST00000746206.1	ENSG00000297211.1	ENST00000746206	ENSG00000297211	9	9	9	11	0
ENST00000746207.1	ENSG00000297211.1	ENST00000746207	ENSG00000297211	9	9	9	11	0
ENST00000448777.1	ENSG00000229797.3	ENST00000448777	ENSG00000229797	11	11	11	11	1
ENST00000662920.2	ENSG00000229797.3	ENST00000662920	ENSG00000229797	11	11	11	11	1
ENST00000436488.1	ENSG00000229797.3	ENST00000436488	ENSG00000229797	11	11	11	11	1
ENST00000409793.5	ENSG00000290614.1	PRSS40A-202	PRSS40A	5	5	5	11	0
ENST00000419965.1	ENSG00000290614.1	PRSS40A-205	PRSS40A	5	5	6	11	0
ENST00000414595.1	ENSG00000290614.1	PRSS40A-204	PRSS40A	5	5	6	11	0
ENST00000409259.1	ENSG00000290610.1	PRSS40B-202	PRSS40B	7	7	8	11	0
ENST00000623376.3	ENSG00000290614.1	PRSS40A-207	PRSS40A	7	7	8	11	0
ENST00000409982.1	ENSG00000290614.1	PRSS40A-203	PRSS40A	7	7	7	11	0
ENST00000440359.1	ENSG00000290614.1	PRSS40A-206	PRSS40A	5	5	5	11	0
ENST00000422631.1	ENSG00000225341.1	ENST00000422631	ENSG00000225341	5	5	5	11	0
ENST00000457169.1	ENSG00000232408.1	ENST00000457169	ENSG00000232408	5	5	5	11	0
ENST00000737538.1	ENSG00000296239.1	ENST00000737538	ENSG00000296239	6	6	6	11	0
ENST00000450486.1	ENSG00000225819.1	ENST00000450486	ENSG00000225819	7	7	7	11	0
ENST00000737651.1	ENSG00000296255.1	ENST00000737651	ENSG00000296255	7	7	7	11	0
ENST00000737652.1	ENSG00000296255.1	ENST00000737652	ENSG00000296255	7	7	7	11	0
ENST00000433507.1	ENSG00000224087.1	POTEF-AS1-201	POTEF-AS1	9	9	9	11	0
ENST00000709797.1	ENSG00000292127.1	POTEF-AS1-202	POTEF-AS1	9	9	9	11	0
ENST00000416266.2	ENSG00000290654.2	ENST00000416266	ENSG00000290654	8	8	8	11	0
ENST00000735563.1	ENSG00000286058.3	ENST00000735563	ENSG00000286058	7	7	9	11	0
ENST00000715339.1	ENSG00000286058.3	ENST00000715339	ENSG00000286058	6	6	8	11	0
ENST00000735568.1	ENSG00000286058.3	ENST00000735568	ENSG00000286058	7	7	8	11	0
ENST00000822171.1	ENSG00000290700.2	ENST00000822171	ENSG00000290700	5	5	7	11	0
ENST00000822175.1	ENSG00000290700.2	ENST00000822175	ENSG00000290700	5	5	9	11	0
ENST00000449066.6	ENSG00000290596.2	FAR2P2-208	FAR2P2	5	5	7	11	0
ENST00000748227.1	ENSG00000290596.2	FAR2P2-216	FAR2P2	5	5	7	11	0
ENST00000822177.1	ENSG00000290700.2	ENST00000822177	ENSG00000290700	5	5	7	11	0
ENST00000735564.1	ENSG00000286058.3	ENST00000735564	ENSG00000286058	7	7	8	11	0
ENST00000748230.1	ENSG00000290596.2	FAR2P2-219	FAR2P2	5	5	7	11	0
ENST00000748233.1	ENSG00000290596.2	FAR2P2-222	FAR2P2	5	5	7	11	0
ENST00000822179.1	ENSG00000290700.2	ENST00000822179	ENSG00000290700	6	6	9	11	0
ENST00000822180.1	ENSG00000290700.2	ENST00000822180	ENSG00000290700	8	8	8	11	0
ENST00000816391.1	ENSG00000284604.2	ENST00000816391	ENSG00000284604	7	7	10	11	0
ENST00000748237.1	ENSG00000290596.2	FAR2P2-226	FAR2P2	7	7	7	11	0
ENST00000748238.1	ENSG00000290596.2	FAR2P2-227	FAR2P2	7	7	7	11	0
ENST00000748240.1	ENSG00000290596.2	FAR2P2-229	FAR2P2	5	5	8	11	0
ENST00000748246.1	ENSG00000290596.2	FAR2P2-235	FAR2P2	6	6	8	11	0
ENST00000641806.1	ENSG00000284604.2	ENST00000641806	ENSG00000284604	6	6	6	11	0
ENST00000819239.1	ENSG00000284604.2	ENST00000819239	ENSG00000284604	7	7	7	11	0
ENST00000846053.1	ENSG00000223631.3	LINC01120-213	LINC01120	6	6	6	11	0
ENST00000437751.2	ENSG00000223631.3	LINC01120-201	LINC01120	6	6	7	11	0
ENST00000663072.1	ENSG00000223631.3	LINC01120-205	LINC01120	6	6	6	11	0
ENST00000668661.1	ENSG00000223631.3	LINC01120-208	LINC01120	6	6	7	11	0
ENST00000661362.2	ENSG00000223631.3	LINC01120-203	LINC01120	7	7	9	11	0
ENST00000653180.1	ENSG00000223631.3	LINC01120-202	LINC01120	6	6	9	11	0
ENST00000671078.2	ENSG00000223631.3	LINC01120-211	LINC01120	6	6	7	11	0
ENST00000671275.2	ENSG00000223631.3	LINC01120-212	LINC01120	6	6	7	11	0
ENST00000669881.1	ENSG00000223631.3	LINC01120-209	LINC01120	6	6	7	11	0
ENST00000664380.2	ENSG00000223631.3	LINC01120-206	LINC01120	6	6	6	11	0
ENST00000846054.1	ENSG00000223631.3	LINC01120-214	LINC01120	6	6	6	11	0
ENST00000662267.1	ENSG00000223631.3	LINC01120-204	LINC01120	6	6	7	11	0
ENST00000670748.1	ENSG00000223631.3	LINC01120-210	LINC01120	6	6	7	11	0
ENST00000846055.1	ENSG00000223631.3	LINC01120-215	LINC01120	6	6	6	11	0
ENST00000846056.1	ENSG00000223631.3	LINC01120-216	LINC01120	6	6	6	11	0
ENST00000666196.1	ENSG00000223631.3	LINC01120-207	LINC01120	6	7	10	11	0
ENST00000816271.1	ENSG00000306208.1	ENST00000816271	ENSG00000306208	6	6	7	11	0
ENST00000816270.1	ENSG00000306208.1	ENST00000816270	ENSG00000306208	6	6	6	11	0
ENST00000609270.1	ENSG00000273073.1	ENST00000609270	ENSG00000273073	10	10	10	11	0
ENST00000438378.3	ENSG00000293311.2	SMPD4BP-202	SMPD4BP	8	8	10	11	0
ENST00000692700.2	ENSG00000293311.2	SMPD4BP-206	SMPD4BP	9	9	9	11	0
ENST00000685795.1	ENSG00000293311.2	SMPD4BP-204	SMPD4BP	8	8	9	11	0
ENST00000687223.1	ENSG00000293311.2	SMPD4BP-205	SMPD4BP	8	9	11	11	0
ENST00000685161.1	ENSG00000293311.2	SMPD4BP-203	SMPD4BP	9	9	10	11	0
ENST00000850260.1	ENSG00000293311.2	SMPD4BP-207	SMPD4BP	8	8	11	11	0
ENST00000746021.1	ENSG00000297179.1	ENST00000746021	ENSG00000297179	8	10	10	11	0
ENST00000766624.1	ENSG00000290707.2	MED15P9-203	MED15P9	7	7	9	11	0
ENST00000427638.1	ENSG00000290707.2	MED15P9-202	MED15P9	7	9	10	11	0
ENST00000766625.1	ENSG00000290707.2	MED15P9-204	MED15P9	7	7	11	11	0
ENST00000766626.1	ENSG00000290707.2	MED15P9-205	MED15P9	8	10	11	11	0
ENST00000766627.1	ENSG00000290707.2	MED15P9-206	MED15P9	7	9	11	11	0
ENST00000766628.1	ENSG00000290707.2	MED15P9-207	MED15P9	7	9	9	11	0
ENST00000746022.1	ENSG00000297179.1	ENST00000746022	ENSG00000297179	8	8	9	11	0
ENST00000325390.7	ENSG00000286058.3	ENST00000325390	ENSG00000286058	7	7	7	11	0
ENST00000438109.5	ENSG00000282944.2	CYP4F30P-203	CYP4F30P	6	6	8	11	0
ENST00000397485.6	ENSG00000282944.2	CYP4F30P-202	CYP4F30P	6	6	8	11	0
ENST00000439137.2	ENSG00000290599.1	ENST00000439137	ENSG00000290599	7	7	8	11	0
ENST00000651005.1	ENSG00000286058.3	ENST00000651005	ENSG00000286058	8	8	9	11	0
ENST00000735562.1	ENSG00000286058.3	ENST00000735562	ENSG00000286058	7	7	9	11	0
ENST00000748225.1	ENSG00000290596.2	FAR2P2-214	FAR2P2	5	5	8	11	0
ENST00000424873.6	ENSG00000290596.2	FAR2P2-204	FAR2P2	5	5	7	11	0
ENST00000748226.1	ENSG00000290596.2	FAR2P2-215	FAR2P2	6	6	8	11	0
ENST00000822173.1	ENSG00000290700.2	ENST00000822173	ENSG00000290700	6	6	9	11	0
ENST00000822172.1	ENSG00000290700.2	ENST00000822172	ENSG00000290700	5	5	8	11	0
ENST00000822170.1	ENSG00000290700.2	ENST00000822170	ENSG00000290700	6	6	7	11	0
ENST00000822174.1	ENSG00000290700.2	ENST00000822174	ENSG00000290700	5	5	8	11	0
ENST00000434289.2	ENSG00000290700.2	ENST00000434289	ENSG00000290700	6	6	7	11	0
ENST00000433703.6	ENSG00000290596.2	FAR2P2-206	FAR2P2	5	5	7	11	0
ENST00000748220.1	ENSG00000290596.2	FAR2P2-209	FAR2P2	7	7	7	11	0
ENST00000423905.6	ENSG00000290596.2	FAR2P2-203	FAR2P2	5	5	7	11	0
ENST00000748228.1	ENSG00000290596.2	FAR2P2-217	FAR2P2	6	6	8	11	0
ENST00000748229.1	ENSG00000290596.2	FAR2P2-218	FAR2P2	6	6	7	11	0
ENST00000748251.1	ENSG00000290596.2	FAR2P2-240	FAR2P2	6	6	8	11	0
ENST00000425151.6	ENSG00000290700.2	ENST00000425151	ENSG00000290700	7	7	7	11	0
ENST00000822176.1	ENSG00000290700.2	ENST00000822176	ENSG00000290700	6	6	9	11	0
ENST00000434661.2	ENSG00000290700.2	ENST00000434661	ENSG00000290700	7	7	7	11	0
ENST00000748231.1	ENSG00000290596.2	FAR2P2-220	FAR2P2	6	6	7	11	0
ENST00000748255.1	ENSG00000290596.2	FAR2P2-244	FAR2P2	7	7	8	11	0
ENST00000822178.1	ENSG00000290700.2	ENST00000822178	ENSG00000290700	6	6	8	11	0
ENST00000748232.1	ENSG00000290596.2	FAR2P2-221	FAR2P2	5	5	6	11	0
ENST00000748234.1	ENSG00000290596.2	FAR2P2-223	FAR2P2	4	4	5	11	0
ENST00000699484.1	ENSG00000236915.3	CLCA4-AS1-205	CLCA4-AS1	6	6	6	11	0
ENST00000748250.1	ENSG00000290596.2	FAR2P2-239	FAR2P2	5	5	6	11	0
ENST00000415406.2	ENSG00000290596.2	FAR2P2-202	FAR2P2	6	6	7	11	0
ENST00000748235.1	ENSG00000290596.2	FAR2P2-224	FAR2P2	9	9	10	11	0
ENST00000748236.1	ENSG00000290596.2	FAR2P2-225	FAR2P2	9	9	10	11	0
ENST00000822188.1	ENSG00000290700.2	ENST00000822188	ENSG00000290700	6	6	7	11	0
ENST00000715338.1	ENSG00000286058.3	ENST00000715338	ENSG00000286058	7	7	8	11	0
ENST00000748256.1	ENSG00000290596.2	FAR2P2-245	FAR2P2	8	8	10	11	0
ENST00000748252.1	ENSG00000290596.2	FAR2P2-241	FAR2P2	8	8	8	11	0
ENST00000748254.1	ENSG00000290596.2	FAR2P2-243	FAR2P2	7	7	9	11	0
ENST00000748221.1	ENSG00000290596.2	FAR2P2-210	FAR2P2	7	7	8	11	0
ENST00000748242.1	ENSG00000290596.2	FAR2P2-231	FAR2P2	7	7	8	11	0
ENST00000430785.1	ENSG00000290596.2	FAR2P2-205	FAR2P2	7	7	9	11	0
ENST00000748223.1	ENSG00000290596.2	FAR2P2-212	FAR2P2	7	7	7	11	0
ENST00000748247.1	ENSG00000290596.2	FAR2P2-236	FAR2P2	6	6	9	11	0
ENST00000438056.2	ENSG00000290596.2	FAR2P2-207	FAR2P2	7	7	8	11	0
ENST00000748222.1	ENSG00000290596.2	FAR2P2-211	FAR2P2	7	7	7	11	0
ENST00000748249.1	ENSG00000290596.2	FAR2P2-238	FAR2P2	10	10	10	11	0
ENST00000748253.1	ENSG00000290596.2	FAR2P2-242	FAR2P2	8	8	8	11	0
ENST00000822184.1	ENSG00000290700.2	ENST00000822184	ENSG00000290700	6	6	8	11	0
ENST00000652553.1	ENSG00000290700.2	ENST00000652553	ENSG00000290700	7	7	8	11	0
ENST00000430837.1	ENSG00000290700.2	ENST00000430837	ENSG00000290700	5	5	8	11	0
ENST00000822187.1	ENSG00000290700.2	ENST00000822187	ENSG00000290700	6	6	6	11	0
ENST00000735566.1	ENSG00000286058.3	ENST00000735566	ENSG00000286058	8	8	10	11	0
ENST00000748248.1	ENSG00000290596.2	FAR2P2-237	FAR2P2	10	10	10	11	0
ENST00000748224.1	ENSG00000290596.2	FAR2P2-213	FAR2P2	7	7	8	11	0
ENST00000748244.1	ENSG00000290596.2	FAR2P2-233	FAR2P2	7	7	7	11	0
ENST00000715337.1	ENSG00000286058.3	ENST00000715337	ENSG00000286058	8	8	8	11	0
ENST00000824353.1	ENSG00000307164.1	ENST00000824353	ENSG00000307164	9	9	11	11	0
ENST00000849521.1	ENSG00000310390.1	ENST00000849521	ENSG00000310390	9	9	11	11	0
ENST00000450578.1	ENSG00000293150.1	ENST00000450578	ENSG00000293150	11	11	11	11	1
ENST00000709793.1	ENSG00000293357.1	ENST00000709793	ENSG00000293357	11	11	11	11	1
ENST00000766682.1	ENSG00000299827.1	ENST00000766682	ENSG00000299827	8	8	9	11	0
ENST00000766681.1	ENSG00000299827.1	ENST00000766681	ENSG00000299827	11	11	11	11	1
ENST00000652012.1	ENSG00000286208.2	ENST00000652012	ENSG00000286208	11	11	11	11	1
ENST00000727992.1	ENSG00000286208.2	ENST00000727992	ENSG00000286208	8	10	11	11	0
ENST00000727993.1	ENSG00000286208.2	ENST00000727993	ENSG00000286208	8	8	8	11	0
ENST00000431979.1	ENSG00000224559.2	LINC01087-201	LINC01087	9	9	10	11	0
ENST00000779757.1	ENSG00000287151.2	LINC03124-211	LINC03124	8	8	8	11	0
ENST00000652878.1	ENSG00000287151.2	LINC03124-205	LINC03124	9	9	9	11	0
ENST00000779756.1	ENSG00000287151.2	LINC03124-210	LINC03124	9	9	9	11	0
ENST00000779897.1	ENSG00000287151.2	LINC03124-348	LINC03124	9	9	10	11	0
ENST00000779898.1	ENSG00000287151.2	LINC03124-349	LINC03124	8	9	10	11	0
ENST00000779831.1	ENSG00000287151.2	LINC03124-282	LINC03124	9	9	9	11	0
ENST00000779900.1	ENSG00000287151.2	LINC03124-351	LINC03124	9	9	9	11	0
ENST00000779901.1	ENSG00000287151.2	LINC03124-352	LINC03124	9	9	9	11	0
ENST00000779902.1	ENSG00000287151.2	LINC03124-353	LINC03124	9	9	9	11	0
ENST00000779832.1	ENSG00000287151.2	LINC03124-283	LINC03124	9	9	9	11	0
ENST00000779833.1	ENSG00000287151.2	LINC03124-284	LINC03124	9	9	9	11	0
ENST00000779834.1	ENSG00000287151.2	LINC03124-285	LINC03124	9	9	9	11	0
ENST00000779838.1	ENSG00000287151.2	LINC03124-289	LINC03124	9	9	9	11	0
ENST00000666411.2	ENSG00000287151.2	LINC03124-209	LINC03124	9	9	9	11	0
ENST00000779839.1	ENSG00000287151.2	LINC03124-290	LINC03124	9	9	9	11	0
ENST00000779835.1	ENSG00000287151.2	LINC03124-286	LINC03124	9	9	9	11	0
ENST00000779758.1	ENSG00000287151.2	LINC03124-212	LINC03124	9	9	9	11	0
ENST00000779840.1	ENSG00000287151.2	LINC03124-291	LINC03124	9	9	9	11	0
ENST00000779836.1	ENSG00000287151.2	LINC03124-287	LINC03124	9	9	9	11	0
ENST00000779764.1	ENSG00000287151.2	LINC03124-218	LINC03124	8	8	8	11	0
ENST00000779860.1	ENSG00000287151.2	LINC03124-311	LINC03124	9	9	9	11	0
ENST00000779871.1	ENSG00000287151.2	LINC03124-322	LINC03124	9	9	11	11	0
ENST00000779868.1	ENSG00000287151.2	LINC03124-319	LINC03124	9	9	9	11	0
ENST00000657415.2	ENSG00000287151.2	LINC03124-208	LINC03124	8	8	8	11	0
ENST00000779766.1	ENSG00000287151.2	LINC03124-220	LINC03124	8	8	8	11	0
ENST00000779821.1	ENSG00000287151.2	LINC03124-272	LINC03124	9	9	9	11	0
ENST00000779847.1	ENSG00000287151.2	LINC03124-298	LINC03124	9	9	9	11	0
ENST00000779841.1	ENSG00000287151.2	LINC03124-292	LINC03124	9	9	9	11	0
ENST00000779824.1	ENSG00000287151.2	LINC03124-275	LINC03124	9	9	9	11	0
ENST00000779767.1	ENSG00000287151.2	LINC03124-221	LINC03124	8	8	8	11	0
ENST00000779768.1	ENSG00000287151.2	LINC03124-222	LINC03124	8	8	8	11	0
ENST00000779769.1	ENSG00000287151.2	LINC03124-223	LINC03124	8	8	8	11	0
ENST00000779770.1	ENSG00000287151.2	LINC03124-224	LINC03124	8	8	8	11	0
ENST00000779771.1	ENSG00000287151.2	LINC03124-225	LINC03124	8	8	8	11	0
ENST00000779761.1	ENSG00000287151.2	LINC03124-215	LINC03124	9	9	9	11	0
ENST00000779872.1	ENSG00000287151.2	LINC03124-323	LINC03124	8	8	10	11	0
ENST00000779843.1	ENSG00000287151.2	LINC03124-294	LINC03124	9	9	9	11	0
ENST00000779842.1	ENSG00000287151.2	LINC03124-293	LINC03124	9	9	9	11	0
ENST00000779772.1	ENSG00000287151.2	LINC03124-226	LINC03124	8	8	8	11	0
ENST00000779903.1	ENSG00000287151.2	LINC03124-354	LINC03124	9	9	11	11	0
ENST00000779875.1	ENSG00000287151.2	LINC03124-326	LINC03124	9	9	11	11	0
ENST00000779873.1	ENSG00000287151.2	LINC03124-324	LINC03124	9	9	11	11	0
ENST00000779874.1	ENSG00000287151.2	LINC03124-325	LINC03124	8	8	10	11	0
ENST00000653458.1	ENSG00000287151.2	LINC03124-206	LINC03124	8	8	8	11	0
ENST00000779859.1	ENSG00000287151.2	LINC03124-310	LINC03124	9	9	9	11	0
ENST00000779853.1	ENSG00000287151.2	LINC03124-304	LINC03124	9	9	9	11	0
ENST00000779851.1	ENSG00000287151.2	LINC03124-302	LINC03124	9	9	9	11	0
ENST00000779848.1	ENSG00000287151.2	LINC03124-299	LINC03124	9	9	9	11	0
ENST00000779849.1	ENSG00000287151.2	LINC03124-300	LINC03124	9	9	9	11	0
ENST00000779845.1	ENSG00000287151.2	LINC03124-296	LINC03124	9	9	9	11	0
ENST00000779846.1	ENSG00000287151.2	LINC03124-297	LINC03124	9	9	9	11	0
ENST00000779844.1	ENSG00000287151.2	LINC03124-295	LINC03124	9	9	9	11	0
ENST00000779837.1	ENSG00000287151.2	LINC03124-288	LINC03124	9	9	9	11	0
ENST00000779825.1	ENSG00000287151.2	LINC03124-276	LINC03124	9	9	9	11	0
ENST00000779826.1	ENSG00000287151.2	LINC03124-277	LINC03124	9	9	9	11	0
ENST00000779815.1	ENSG00000287151.2	LINC03124-266	LINC03124	9	9	9	11	0
ENST00000779812.1	ENSG00000287151.2	LINC03124-263	LINC03124	9	11	11	11	0
ENST00000779811.1	ENSG00000287151.2	LINC03124-262	LINC03124	9	9	9	11	0
ENST00000779810.1	ENSG00000287151.2	LINC03124-261	LINC03124	9	9	9	11	0
ENST00000779782.1	ENSG00000287151.2	LINC03124-236	LINC03124	8	8	8	11	0
ENST00000779773.1	ENSG00000287151.2	LINC03124-227	LINC03124	8	8	8	11	0
ENST00000779776.1	ENSG00000287151.2	LINC03124-230	LINC03124	8	8	8	11	0
ENST00000779777.1	ENSG00000287151.2	LINC03124-231	LINC03124	8	8	8	11	0
ENST00000779779.1	ENSG00000287151.2	LINC03124-233	LINC03124	8	8	8	11	0
ENST00000779780.1	ENSG00000287151.2	LINC03124-234	LINC03124	8	8	8	11	0
ENST00000779819.1	ENSG00000287151.2	LINC03124-270	LINC03124	9	9	9	11	0
ENST00000779784.1	ENSG00000287151.2	LINC03124-237	LINC03124	8	8	8	11	0
ENST00000779876.1	ENSG00000287151.2	LINC03124-327	LINC03124	9	9	11	11	0
ENST00000779852.1	ENSG00000287151.2	LINC03124-303	LINC03124	9	9	9	11	0
ENST00000779830.1	ENSG00000287151.2	LINC03124-281	LINC03124	9	9	9	11	0
ENST00000779786.1	ENSG00000287151.2	LINC03124-239	LINC03124	8	8	8	11	0
ENST00000779788.1	ENSG00000287151.2	LINC03124-240	LINC03124	8	8	8	11	0
ENST00000779785.1	ENSG00000287151.2	LINC03124-238	LINC03124	8	8	8	11	0
ENST00000779870.1	ENSG00000287151.2	LINC03124-321	LINC03124	9	9	9	11	0
ENST00000779861.1	ENSG00000287151.2	LINC03124-312	LINC03124	9	9	9	11	0
ENST00000779862.1	ENSG00000287151.2	LINC03124-313	LINC03124	9	9	9	11	0
ENST00000779856.1	ENSG00000287151.2	LINC03124-307	LINC03124	9	9	9	11	0
ENST00000779855.1	ENSG00000287151.2	LINC03124-306	LINC03124	9	9	9	11	0
ENST00000779854.1	ENSG00000287151.2	LINC03124-305	LINC03124	9	9	9	11	0
ENST00000779827.1	ENSG00000287151.2	LINC03124-278	LINC03124	9	9	9	11	0
ENST00000779828.1	ENSG00000287151.2	LINC03124-279	LINC03124	9	9	9	11	0
ENST00000779823.1	ENSG00000287151.2	LINC03124-274	LINC03124	9	9	9	11	0
ENST00000779817.1	ENSG00000287151.2	LINC03124-268	LINC03124	9	9	9	11	0
ENST00000779814.1	ENSG00000287151.2	LINC03124-265	LINC03124	9	9	9	11	0
ENST00000779797.1	ENSG00000287151.2	LINC03124-248	LINC03124	8	8	8	11	0
ENST00000779799.1	ENSG00000287151.2	LINC03124-250	LINC03124	7	7	7	11	0
ENST00000779791.1	ENSG00000287151.2	LINC03124-242	LINC03124	8	8	8	11	0
ENST00000779792.1	ENSG00000287151.2	LINC03124-243	LINC03124	8	8	8	11	0
ENST00000779793.1	ENSG00000287151.2	LINC03124-244	LINC03124	8	8	8	11	0
ENST00000779794.1	ENSG00000287151.2	LINC03124-245	LINC03124	8	8	8	11	0
ENST00000779762.1	ENSG00000287151.2	LINC03124-216	LINC03124	9	9	9	11	0
ENST00000779759.1	ENSG00000287151.2	LINC03124-213	LINC03124	9	9	9	11	0
ENST00000779877.1	ENSG00000287151.2	LINC03124-328	LINC03124	9	9	9	11	0
ENST00000779869.1	ENSG00000287151.2	LINC03124-320	LINC03124	9	9	9	11	0
ENST00000779863.1	ENSG00000287151.2	LINC03124-314	LINC03124	9	9	10	11	0
ENST00000779850.1	ENSG00000287151.2	LINC03124-301	LINC03124	9	9	9	11	0
ENST00000779829.1	ENSG00000287151.2	LINC03124-280	LINC03124	9	9	9	11	0
ENST00000779822.1	ENSG00000287151.2	LINC03124-273	LINC03124	9	9	9	11	0
ENST00000779813.1	ENSG00000287151.2	LINC03124-264	LINC03124	9	9	9	11	0
ENST00000779803.1	ENSG00000287151.2	LINC03124-254	LINC03124	8	8	8	11	0
ENST00000779795.1	ENSG00000287151.2	LINC03124-246	LINC03124	7	7	7	11	0
ENST00000779796.1	ENSG00000287151.2	LINC03124-247	LINC03124	8	8	8	11	0
ENST00000779798.1	ENSG00000287151.2	LINC03124-249	LINC03124	8	8	8	11	0
ENST00000779801.1	ENSG00000287151.2	LINC03124-252	LINC03124	8	8	8	11	0
ENST00000779763.1	ENSG00000287151.2	LINC03124-217	LINC03124	9	9	9	11	0
ENST00000779816.1	ENSG00000287151.2	LINC03124-267	LINC03124	9	9	9	11	0
ENST00000779802.1	ENSG00000287151.2	LINC03124-253	LINC03124	7	7	7	11	0
ENST00000779804.1	ENSG00000287151.2	LINC03124-255	LINC03124	8	8	8	11	0
ENST00000779805.1	ENSG00000287151.2	LINC03124-256	LINC03124	7	7	7	11	0
ENST00000779820.1	ENSG00000287151.2	LINC03124-271	LINC03124	9	9	9	11	0
ENST00000779806.1	ENSG00000287151.2	LINC03124-257	LINC03124	8	8	8	11	0
ENST00000779857.1	ENSG00000287151.2	LINC03124-308	LINC03124	9	9	9	11	0
ENST00000779893.1	ENSG00000287151.2	LINC03124-344	LINC03124	9	9	9	11	0
ENST00000779864.1	ENSG00000287151.2	LINC03124-315	LINC03124	9	9	9	11	0
ENST00000779818.1	ENSG00000287151.2	LINC03124-269	LINC03124	9	9	9	11	0
ENST00000779858.1	ENSG00000287151.2	LINC03124-309	LINC03124	9	9	9	11	0
ENST00000779808.1	ENSG00000287151.2	LINC03124-259	LINC03124	8	8	8	11	0
ENST00000779865.1	ENSG00000287151.2	LINC03124-316	LINC03124	9	9	9	11	0
ENST00000779760.1	ENSG00000287151.2	LINC03124-214	LINC03124	9	9	9	11	0
ENST00000779878.1	ENSG00000287151.2	LINC03124-329	LINC03124	9	9	11	11	0
ENST00000779809.1	ENSG00000287151.2	LINC03124-260	LINC03124	8	8	8	11	0
ENST00000655714.1	ENSG00000287151.2	LINC03124-207	LINC03124	9	9	9	11	0
ENST00000779904.1	ENSG00000287151.2	LINC03124-355	LINC03124	9	11	11	11	0
ENST00000779899.1	ENSG00000287151.2	LINC03124-350	LINC03124	9	9	9	11	0
ENST00000463645.1	ENSG00000287151.2	LINC03124-201	LINC03124	11	11	11	11	1
ENST00000630394.1	ENSG00000290517.1	LINC03124-358	LINC03124	11	11	11	11	1
