gene_id	gene_name	transcript_count	alignment_strict_transcripts	bonobo_kmer_strict_transcripts	all_genomes_kmer_strict_transcripts	bonobo_three_way_transcripts	all_genomes_three_way_transcripts	expression_available	gene_expressed	expressed_sample_count	expressed_sample_fraction	mean_fpkm	median_fpkm	max_fpkm	alignment_strict	bonobo_kmer_strict	all_genomes_kmer_strict	kmer_conservation_class
ENSG00000285873.2	ENSG00000285873	2	2	2	1	2	1	True	True	57.0	0.5816326530612245	1.8493071484452532	0.9837563484759995	13.5638874452995	True	True	True	Strict across all genomes
ENSG00000294752.1	ENSG00000294752	10	10	10	7	10	7	True	True	90.0	0.9183673469387755	2.470172974187017	1.51886578140601	13.0790445134213	True	True	True	Strict across all genomes
ENSG00000294164.1	ENSG00000294164	1	1	1	1	0	0	True	False	0.0	0.0	0.0	0.0	0.0	True	False	False	Not strict in bonobo
ENSG00000302675.1	ENSG00000302675	2	2	2	2	2	2	True	True	15.0	0.15306122448979592	0.15216186294280828	0.0	1.59429859944344	True	True	True	Strict across all genomes
ENSG00000279625.1	ENSG00000279625	1	1	1	0	1	0	True	True	4.0	0.04081632653061224	0.035439812010089555	0.0	2.25263724267019	True	True	False	Strict in bonobo only
ENSG00000299881.1	ENSG00000299881	3	3	3	0	3	0	True	True	13.0	0.1326530612244898	0.29698324391163716	0.0	6.93675095177008	True	True	False	Strict in bonobo only
ENSG00000302246.1	ENSG00000302246	1	1	1	0	1	0	True	True	66.0	0.673469387755102	3.289905255858228	2.1897196106868746	37.4050560320726	True	True	False	Strict in bonobo only
ENSG00000237200.1	ZBTB40-IT1	1	1	1	0	1	0	True	True	28.0	0.2857142857142857	1.4792812986483002	0.0	13.0773686882611	True	True	False	Strict in bonobo only
ENSG00000308848.1	ENSG00000308848	1	1	1	0	1	0	True	True	98.0	1.0	470.8629160587547	159.1676768664185	3161.14306739598	True	True	False	Strict in bonobo only
ENSG00000225952.1	ENSG00000225952	1	1	1	0	1	0	True	True	30.0	0.30612244897959184	1.0949476167881393	0.0	16.6029776444226	True	True	False	Strict in bonobo only
ENSG00000297948.1	ENSG00000297948	1	1	1	0	1	0	True	True	3.0	0.030612244897959183	0.25175312799926175	0.0	12.7512340580565	True	True	False	Strict in bonobo only
ENSG00000240553.1	ENSG00000240553	1	1	1	0	1	0	True	True	98.0	1.0	51.286310034096374	36.6069923833586	481.129253230235	True	True	False	Strict in bonobo only
ENSG00000289014.2	ENSG00000289014	1	1	1	0	1	0	True	True	82.0	0.8367346938775511	3.694594839191011	2.3984986803633	21.6718015652697	True	True	False	Strict in bonobo only
ENSG00000304077.1	ENSG00000304077	1	1	1	1	1	1	True	True	39.0	0.3979591836734694	0.5326020234947627	0.0	3.3994557697943	True	True	True	Strict across all genomes
ENSG00000302918.1	ENSG00000302918	1	0	1	1	0	0	False	False	0.0	0.0	0.0	0.0	0.0	False	False	False	Not strict in bonobo
ENSG00000261326.5	LINC01355	5	5	5	0	0	0	True	False	0.0	0.0	0.0	0.0	0.0	True	False	False	Not strict in bonobo
ENSG00000283124.4	LINC01355	5	5	5	0	0	0	True	False	0.0	0.0	0.0	0.0	0.0	True	False	False	Not strict in bonobo
ENSG00000284726.1	ENSG00000284726	1	1	1	1	0	0	True	False	0.0	0.0	0.0	0.0	0.0	True	False	False	Not strict in bonobo
ENSG00000284647.1	ENSG00000284647	1	1	1	1	0	0	True	False	0.0	0.0	0.0	0.0	0.0	True	False	False	Not strict in bonobo
ENSG00000249087.10	ZNF436-AS1	16	16	16	12	16	12	True	True	13.0	0.1326530612244898	0.06922733056994274	0.0	1.2848363955503	True	True	True	Strict across all genomes
ENSG00000283106.3	ZNF436-AS1	11	11	11	10	0	0	True	False	0.0	0.0	0.0	0.0	0.0	True	False	False	Not strict in bonobo
ENSG00000271420.1	ENSG00000271420	1	1	1	0	0	0	True	False	0.0	0.0	0.0	0.0	0.0	True	False	False	Not strict in bonobo
ENSG00000283012.1	ENSG00000283012	1	1	1	0	0	0	True	False	0.0	0.0	0.0	0.0	0.0	True	False	False	Not strict in bonobo
ENSG00000295946.1	ENSG00000295946	2	2	2	2	2	2	True	True	98.0	1.0	34.020627555787534	31.19505878612175	135.378125408369	True	True	True	Strict across all genomes
ENSG00000307540.1	ENSG00000307540	2	2	2	2	2	2	True	True	65.0	0.6632653061224489	1.0726871546318564	0.5161987535286514	11.2935519846931	True	True	True	Strict across all genomes
ENSG00000307580.1	ENSG00000307580	9	9	9	8	9	8	True	True	95.0	0.9693877551020408	2.6208112948996325	2.006915977029315	14.1404993155998	True	True	True	Strict across all genomes
ENSG00000235052.2	ENSG00000235052	2	2	2	0	2	0	True	True	66.0	0.673469387755102	1.6831385148639628	0.93183803449069	17.6164765580489	True	True	False	Strict in bonobo only
ENSG00000282990.1	ENSG00000282990	1	1	1	0	0	0	True	False	0.0	0.0	0.0	0.0	0.0	True	False	False	Not strict in bonobo
ENSG00000307609.1	ENSG00000307609	1	1	1	1	1	1	True	True	54.0	0.5510204081632653	3.661861370449464	2.3081161219619553	48.8810633565194	True	True	True	Strict across all genomes
ENSG00000285802.2	ENSG00000285802	6	6	6	0	6	0	True	True	84.0	0.8571428571428571	2.377950864283909	1.5748821244483948	23.9081121900506	True	True	False	Strict in bonobo only
ENSG00000197880.11	MDS2	7	7	7	1	7	1	True	True	91.0	0.9285714285714286	4.778840187712821	3.17403508256199	23.2196974619582	True	True	True	Strict across all genomes
ENSG00000236810.9	ELOA-AS1	29	29	29	0	29	0	True	True	98.0	1.0	25.14989761469938	24.7576345296824	72.5055155226689	True	True	False	Strict in bonobo only
ENSG00000289835.2	ENSG00000289835	3	3	3	0	3	0	True	True	98.0	1.0	107.86857363540676	92.5296806695508	439.471747316737	True	True	False	Strict in bonobo only
ENSG00000232557.3	ENSG00000232557	1	1	1	0	1	0	True	True	46.0	0.46938775510204084	6.119905786705358	0.0	38.8206292824005	True	True	False	Strict in bonobo only
ENSG00000299163.1	ENSG00000299163	1	1	1	0	1	0	True	True	16.0	0.16326530612244897	0.4423494081668622	0.0	6.03443699313839	True	True	False	Strict in bonobo only
ENSG00000309745.1	ENSG00000309745	1	0	1	1	0	0	False	False	0.0	0.0	0.0	0.0	0.0	False	False	False	Not strict in bonobo
ENSG00000225315.3	ENSG00000225315	21	21	21	17	21	17	True	True	95.0	0.9693877551020408	4.025496962805152	2.82276001023111	23.1577315601525	True	True	True	Strict across all genomes
ENSG00000230703.1	MYOM3-AS1	1	1	1	1	1	1	True	True	20.0	0.20408163265306123	0.6655416540580723	0.0	6.74520786707084	True	True	True	Strict across all genomes
ENSG00000230023.3	LINC02800	4	4	4	4	4	4	True	True	63.0	0.6428571428571429	0.9201852017573169	0.4004441395124005	8.36524777052957	True	True	True	Strict across all genomes
ENSG00000309961.1	ENSG00000309961	1	1	1	0	0	0	True	False	0.0	0.0	0.0	0.0	0.0	True	False	False	Not strict in bonobo
ENSG00000232298.3	GRHL3-AS1	2	2	2	0	2	0	True	True	7.0	0.07142857142857142	0.11450484616572741	0.0	3.04493798957901	True	True	False	Strict in bonobo only
ENSG00000307212.1	ENSG00000307212	1	1	1	0	1	0	True	True	40.0	0.40816326530612246	2.6038884422929462	0.0	53.4515862969802	True	True	False	Strict in bonobo only
ENSG00000286061.3	RCAN3AS	23	23	23	0	23	0	True	True	98.0	1.0	11.98872599811223	6.366477912366635	196.837988530014	True	True	False	Strict in bonobo only
ENSG00000298126.1	ENSG00000298126	1	1	1	0	1	0	True	True	19.0	0.19387755102040816	0.6313978662424599	0.0	8.08921593013659	True	True	False	Strict in bonobo only
ENSG00000307307.1	ENSG00000307307	4	4	4	0	4	0	True	True	98.0	1.0	90.11761595892118	81.42673056416646	360.356022369902	True	True	False	Strict in bonobo only
ENSG00000284699.1	ENSG00000284699	1	1	1	1	1	1	True	True	70.0	0.7142857142857143	3.1390562116928353	1.676469900901445	28.4284222362115	True	True	True	Strict across all genomes
ENSG00000307325.1	ENSG00000307325	6	6	6	5	6	5	True	True	63.0	0.6428571428571429	1.5772147460232273	1.0631766756560799	13.3823234360625	True	True	True	Strict across all genomes
ENSG00000293733.1	ENSG00000293733	1	1	1	1	1	1	True	True	23.0	0.23469387755102042	0.87378710676318	0.0	11.7024312567445	True	True	True	Strict across all genomes
ENSG00000229162.1	RUNX3-AS1	1	1	1	1	1	1	True	True	15.0	0.15306122448979592	0.5043659812222416	0.0	10.2917719403442	True	True	True	Strict across all genomes
ENSG00000261025.2	ENSG00000261025	2	2	2	0	2	0	True	True	8.0	0.08163265306122448	0.034171092383771036	0.0	0.745059361986266	True	True	False	Strict in bonobo only
ENSG00000285823.1	LINC02793	2	2	2	1	2	1	True	True	4.0	0.04081632653061224	0.03368400890209148	0.0	1.2255377104458	True	True	True	Strict across all genomes
ENSG00000233755.2	ENSG00000233755	4	4	4	0	4	0	True	True	44.0	0.4489795918367347	0.8309071172596157	0.0	15.810663134944	True	True	False	Strict in bonobo only
ENSG00000303094.1	ENSG00000303094	4	4	4	0	4	0	True	True	13.0	0.1326530612244898	0.1641946243552243	0.0	3.30443543960086	True	True	False	Strict in bonobo only
ENSG00000306010.1	ENSG00000306010	2	2	2	2	2	2	True	True	19.0	0.19387755102040816	0.5104034388899851	0.0	6.31542208896176	True	True	True	Strict across all genomes
ENSG00000307250.1	ENSG00000307250	3	3	3	0	3	0	True	True	20.0	0.20408163265306123	0.2702085586548741	0.0	3.91284951636606	True	True	False	Strict in bonobo only
ENSG00000231953.3	ENSG00000231953	1	1	1	1	1	1	True	True	83.0	0.8469387755102041	3.6591775001054225	2.3484867277728902	17.0652770929808	True	True	True	Strict across all genomes
ENSG00000284657.2	ENSG00000284657	22	22	22	2	22	2	True	True	98.0	1.0	5.055684135726531	4.309859690066736	14.0917138181543	True	True	True	Strict across all genomes
ENSG00000299599.1	ENSG00000299599	1	1	1	0	0	0	True	False	0.0	0.0	0.0	0.0	0.0	True	False	False	Not strict in bonobo
ENSG00000272432.1	ENSG00000272432	1	1	1	1	1	1	True	True	95.0	0.9693877551020408	13.229331430475888	11.7713199288131	43.8638254848461	True	True	True	Strict across all genomes
ENSG00000233478.1	ENSG00000233478	1	1	1	0	1	0	True	True	68.0	0.6938775510204082	0.8712477302193163	0.6168651326738215	4.85137009058781	True	True	False	Strict in bonobo only
ENSG00000228172.6	ENSG00000228172	7	7	7	0	7	0	True	True	98.0	1.0	81.76640715873894	73.58011611712354	312.323459769159	True	True	False	Strict in bonobo only
ENSG00000272478.1	ENSG00000272478	1	1	1	0	1	0	True	True	98.0	1.0	654.582111514486	575.640958743627	2916.29518545867	True	True	False	Strict in bonobo only
ENSG00000236528.4	ENSG00000236528	6	6	6	5	6	5	True	True	98.0	1.0	16.54520983424446	13.6484310244095	80.1152986251486	True	True	True	Strict across all genomes
ENSG00000294297.1	ENSG00000294297	8	8	8	3	8	3	True	True	66.0	0.673469387755102	2.3553263244047375	1.3603142537013349	21.4736516790742	True	True	True	Strict across all genomes
ENSG00000294284.1	ENSG00000294284	2	2	2	0	2	0	True	True	85.0	0.8673469387755102	8.07380432943028	5.88658614529492	49.8646631488255	True	True	False	Strict in bonobo only
ENSG00000310101.1	ENSG00000310101	11	11	11	0	11	0	True	True	98.0	1.0	44.491708294325015	25.693476820909098	211.652950970696	True	True	False	Strict in bonobo only
ENSG00000310112.1	ENSG00000310112	1	1	1	0	1	0	True	True	96.0	0.9795918367346939	41.58436318923853	32.20413560292795	165.029232217293	True	True	False	Strict in bonobo only
ENSG00000301481.1	ENSG00000301481	2	2	2	2	2	2	True	True	36.0	0.3673469387755102	0.8995232716992447	0.0	9.68879180863033	True	True	True	Strict across all genomes
ENSG00000301509.1	ENSG00000301509	1	1	1	0	1	0	True	True	4.0	0.04081632653061224	0.2145043898051917	0.0	6.22823098972857	True	True	False	Strict in bonobo only
ENSG00000284309.1	ENSG00000284309	1	1	1	1	1	1	True	True	58.0	0.5918367346938775	1.809432226826209	1.02959512511632	10.7593917193262	True	True	True	Strict across all genomes
ENSG00000309383.1	ENSG00000309383	1	1	1	1	1	1	True	True	48.0	0.4897959183673469	2.8209480065381896	0.0	46.1787122700916	True	True	True	Strict across all genomes
ENSG00000309933.1	ENSG00000309933	1	1	1	0	1	0	True	True	48.0	0.4897959183673469	0.9978449558875175	0.0	6.91168473870634	True	True	False	Strict in bonobo only
ENSG00000302380.1	ENSG00000302380	3	3	3	0	3	0	True	True	5.0	0.05102040816326531	0.17767294041364665	0.0	7.16765191441861	True	True	False	Strict in bonobo only
ENSG00000293494.3	ZPLD2P	16	16	16	14	16	14	True	True	97.0	0.9897959183673469	3.594429170764447	3.14081548749442	17.5129186762137	True	True	True	Strict across all genomes
ENSG00000306815.1	ENSG00000306815	7	7	7	0	7	0	True	True	94.0	0.9591836734693877	2.0764177769087366	1.922223818318875	7.73653376184181	True	True	False	Strict in bonobo only
ENSG00000301028.1	ENSG00000301028	1	1	1	0	1	0	True	True	97.0	0.9897959183673469	28.076770143996058	23.99568956461815	81.4889327490089	True	True	False	Strict in bonobo only
ENSG00000225891.3	DHDDS-AS1	12	12	12	0	12	0	True	True	98.0	1.0	7.814579103528013	6.993427211036694	25.0903745708914	True	True	False	Strict in bonobo only
ENSG00000294798.1	ENSG00000294798	1	1	1	0	1	0	True	True	78.0	0.7959183673469388	2.6224783648206618	2.047961941368535	11.9245695232787	True	True	False	Strict in bonobo only
ENSG00000289452.2	ENSG00000289452	2	2	2	0	2	0	True	True	22.0	0.22448979591836735	0.2715622115107707	0.0	2.95538317133893	True	True	False	Strict in bonobo only
ENSG00000299831.1	ENSG00000299831	4	4	4	3	4	3	True	True	74.0	0.7551020408163265	2.376785166392424	1.62457908811479	12.9135808737005	True	True	True	Strict across all genomes
ENSG00000299868.1	ENSG00000299868	1	1	1	0	1	0	True	True	41.0	0.41836734693877553	1.785279769323387	0.0	10.7150191764823	True	True	False	Strict in bonobo only
ENSG00000299849.1	ENSG00000299849	1	1	1	0	1	0	True	True	60.0	0.6122448979591837	2.905320053146268	1.7277588766301801	26.6891406515348	True	True	False	Strict in bonobo only
ENSG00000260063.2	ENSG00000260063	1	1	1	0	1	0	True	True	98.0	1.0	5.97779774947826	5.22406326634669	20.7202104435381	True	True	False	Strict in bonobo only
ENSG00000290006.1	ENSG00000290006	1	1	1	1	0	0	True	False	0.0	0.0	0.0	0.0	0.0	True	False	False	Not strict in bonobo
ENSG00000303544.1	ENSG00000303544	2	2	2	0	2	0	True	True	92.0	0.9387755102040817	4.4433833056810865	3.2904382846700253	44.8966936748598	True	True	False	Strict in bonobo only
ENSG00000304862.1	ENSG00000304862	3	3	3	0	3	0	True	True	45.0	0.45918367346938777	1.1772452145903598	0.0	8.77235074349618	True	True	False	Strict in bonobo only
ENSG00000309929.1	ENSG00000309929	1	1	1	1	1	1	True	True	12.0	0.12244897959183673	0.7035319227590241	0.0	10.2855247969603	True	True	True	Strict across all genomes
ENSG00000226698.1	GPN2-AS1	1	1	1	1	1	1	True	True	98.0	1.0	131.33617817988358	117.737705595249	332.234467830983	True	True	True	Strict across all genomes
ENSG00000289554.1	ENSG00000289554	1	1	1	0	1	0	True	True	94.0	0.9591836734693877	4.754827780015162	3.747267077495705	22.2399149394421	True	True	False	Strict in bonobo only
ENSG00000297103.1	ENSG00000297103	2	2	2	2	2	2	True	True	83.0	0.8469387755102041	6.056056931155445	4.45194504011127	49.5731159836417	True	True	True	Strict across all genomes
ENSG00000299378.1	ENSG00000299378	7	7	7	6	7	6	True	True	98.0	1.0	6.830450721525463	5.07696238253512	27.945180478918	True	True	True	Strict across all genomes
ENSG00000299392.1	ENSG00000299392	1	1	1	0	1	0	True	True	93.0	0.9489795918367347	4.550438567853971	2.90336522117937	29.4612167625562	True	True	False	Strict in bonobo only
ENSG00000298936.1	ENSG00000298936	2	2	2	1	2	1	True	True	60.0	0.6122448979591837	3.8191818491385505	2.135210157024635	44.4403974055874	True	True	True	Strict across all genomes
ENSG00000224311.2	WDTC1-DT	6	6	6	0	6	0	True	True	91.0	0.9285714285714286	3.601751255260731	2.93316443116587	17.3525275404803	True	True	False	Strict in bonobo only
ENSG00000304055.1	ENSG00000304055	2	2	2	0	2	0	True	True	95.0	0.9693877551020408	8.19346911089597	6.180315697643015	42.1427079015721	True	True	False	Strict in bonobo only
ENSG00000306354.1	ENSG00000306354	15	15	15	0	15	0	True	True	81.0	0.826530612244898	2.2291219377032085	1.2178556518199	13.5974143836679	True	True	False	Strict in bonobo only
ENSG00000306368.1	ENSG00000306368	1	1	1	1	0	0	True	False	0.0	0.0	0.0	0.0	0.0	True	False	False	Not strict in bonobo
ENSG00000241169.1	ENSG00000241169	1	1	1	1	1	1	True	True	30.0	0.30612244897959184	1.183709170700012	0.0	10.9744890466295	True	True	True	Strict across all genomes
ENSG00000301155.1	ENSG00000301155	1	1	1	1	1	1	True	True	62.0	0.6326530612244898	1.2713462684896568	0.8080115504673555	9.5637927354731	True	True	True	Strict across all genomes
ENSG00000237429.2	ENSG00000237429	7	7	7	6	7	6	True	True	98.0	1.0	98.37341258245358	96.77805400784365	305.587022335932	True	True	True	Strict across all genomes
ENSG00000300499.1	ENSG00000300499	1	1	1	0	1	0	True	True	65.0	0.6632653061224489	9.770667128977157	6.0601612341416455	38.6665809952713	True	True	False	Strict in bonobo only
ENSG00000300470.1	ENSG00000300470	1	1	1	0	1	0	True	True	76.0	0.7755102040816326	5.915555975046009	3.3839222178942547	55.5285560571854	True	True	False	Strict in bonobo only
ENSG00000301194.1	ENSG00000301194	1	1	1	0	1	0	True	True	64.0	0.6530612244897959	4.864112849637264	2.39076612439668	26.5718474681359	True	True	False	Strict in bonobo only
ENSG00000310432.1	ENSG00000310432	6	6	6	4	6	4	True	True	93.0	0.9489795918367347	5.177583435603048	4.4407461882195705	20.3286733124939	True	True	True	Strict across all genomes
ENSG00000233975.3	LINC02574	2	2	2	0	2	0	True	True	92.0	0.9387755102040817	4.911336192920018	2.022783466329225	36.8383127588594	True	True	False	Strict in bonobo only
ENSG00000294734.1	ENSG00000294734	1	1	1	1	1	1	True	True	98.0	1.0	2891.80328827403	1065.2319610663699	21183.4153727607	True	True	True	Strict across all genomes
ENSG00000225886.3	ENSG00000225886	6	6	6	6	6	6	True	True	95.0	0.9693877551020408	7.276667064094466	3.33113394566759	71.3983613324511	True	True	True	Strict across all genomes
ENSG00000287244.2	ENSG00000287244	2	2	2	0	2	0	True	True	18.0	0.1836734693877551	0.36004943962830815	0.0	4.72757425230236	True	True	False	Strict in bonobo only
ENSG00000269971.1	ENSG00000269971	1	1	1	1	1	1	True	True	38.0	0.3877551020408163	15.331466525679064	0.0	210.294262424808	True	True	True	Strict across all genomes
ENSG00000270031.1	ENSG00000270031	1	1	1	1	1	1	True	True	80.0	0.8163265306122449	6.885200971205134	4.34543876223548	51.8495379606009	True	True	True	Strict across all genomes
ENSG00000286433.1	ENSG00000286433	1	1	1	0	1	0	True	True	98.0	1.0	14.375330764811949	13.14764087864275	53.6096911028644	True	True	False	Strict in bonobo only
ENSG00000309988.1	ENSG00000309988	2	2	2	0	2	0	True	True	98.0	1.0	56.63631783928288	49.03444965148245	235.755899661724	True	True	False	Strict in bonobo only
ENSG00000227050.1	ENSG00000227050	1	1	1	0	1	0	True	True	95.0	0.9693877551020408	23.141058305156818	21.5878315379048	107.593629772895	True	True	False	Strict in bonobo only
ENSG00000301359.1	ENSG00000301359	1	1	1	1	1	1	True	True	13.0	0.1326530612244898	0.6570599379253974	0.0	15.7341694759452	True	True	True	Strict across all genomes
ENSG00000289576.3	ENSG00000289576	17	9	17	0	9	0	True	True	98.0	1.0	187.44803899158097	177.4062496020525	456.359360053233	True	True	False	Strict in bonobo only
ENSG00000298310.1	ENSG00000298310	1	1	1	0	1	0	True	True	61.0	0.6224489795918368	2.056022301406224	1.12917741249621	15.6489538108081	True	True	False	Strict in bonobo only
ENSG00000290123.2	ENSG00000290123	2	2	2	0	2	0	True	True	98.0	1.0	1832.651925151519	1849.0914217619602	9622.32007441716	True	True	False	Strict in bonobo only
ENSG00000270605.2	ENSG00000270605	3	3	3	0	3	0	True	True	97.0	0.9897959183673469	3.2515941513545443	2.78632747533165	9.64396511117971	True	True	False	Strict in bonobo only
ENSG00000285279.1	ENSG00000285279	1	1	1	0	0	0	True	False	0.0	0.0	0.0	0.0	0.0	True	False	False	Not strict in bonobo
ENSG00000271398.1	ENSG00000271398	1	1	1	0	0	0	True	False	0.0	0.0	0.0	0.0	0.0	True	False	False	Not strict in bonobo
ENSG00000284786.1	ENSG00000284786	1	1	1	0	0	0	True	False	0.0	0.0	0.0	0.0	0.0	True	False	False	Not strict in bonobo
ENSG00000308327.1	ENSG00000308327	3	3	3	0	3	0	True	True	98.0	1.0	18.852905135607273	16.093246469754803	70.1344800601362	True	True	False	Strict in bonobo only
ENSG00000242125.3	SNHG3	3	3	3	2	3	2	True	True	98.0	1.0	36.497373284062085	32.6271713486061	97.9562054147553	True	True	True	Strict across all genomes
ENSG00000279443.1	ENSG00000279443	1	1	1	1	1	1	True	True	95.0	0.9693877551020408	2.1856920231757275	1.86759688417849	9.39272386446642	True	True	True	Strict across all genomes
ENSG00000197989.16	SNHG12	26	26	26	0	26	0	True	True	98.0	1.0	74.80002526797922	63.82946358291095	303.006130993474	True	True	False	Strict in bonobo only
ENSG00000229388.2	TAF12-DT	7	7	7	6	7	6	True	True	88.0	0.8979591836734694	3.5773938236288783	2.78053398372807	12.6081091323344	True	True	True	Strict across all genomes
ENSG00000270103.3	ENSG00000270103	1	1	1	1	0	0	True	False	0.0	0.0	0.0	0.0	0.0	True	False	False	Not strict in bonobo
ENSG00000289291.1	ENSG00000289291	1	1	1	0	1	0	True	True	98.0	1.0	34.88483435627817	28.1117445685762	126.921146950867	True	True	False	Strict in bonobo only
ENSG00000305996.1	ENSG00000305996	1	1	1	0	1	0	True	True	47.0	0.47959183673469385	3.3859037773038074	0.0	33.1489219343124	True	True	False	Strict in bonobo only
ENSG00000233427.1	ENSG00000233427	1	1	1	0	1	0	True	True	96.0	0.9795918367346939	53.654677566871165	35.61809440361685	288.359132824947	True	True	False	Strict in bonobo only
ENSG00000300997.1	ENSG00000300997	1	1	1	0	1	0	True	True	15.0	0.15306122448979592	0.6303352768997469	0.0	10.5400251447056	True	True	False	Strict in bonobo only
ENSG00000305828.1	ENSG00000305828	6	6	6	6	6	6	True	True	96.0	0.9795918367346939	11.507437555702975	7.513812774958851	99.1167332670937	True	True	True	Strict across all genomes
ENSG00000225750.1	ENSG00000225750	1	1	1	0	1	0	True	True	56.0	0.5714285714285714	6.499730494720974	3.1051804570338746	46.7413551454672	True	True	False	Strict in bonobo only
ENSG00000237934.1	ENSG00000237934	1	1	1	0	1	0	True	True	25.0	0.25510204081632654	0.6516237012165816	0.0	5.46779758655131	True	True	False	Strict in bonobo only
ENSG00000230523.1	LINC01756	1	1	1	0	1	0	True	True	19.0	0.19387755102040816	0.13101113523143337	0.0	1.75368679357528	True	True	False	Strict in bonobo only
ENSG00000300547.1	ENSG00000300547	6	6	6	2	6	2	True	True	73.0	0.7448979591836735	1.0973452572813964	0.6909673902193225	7.45833769235436	True	True	True	Strict across all genomes
ENSG00000300593.1	ENSG00000300593	1	1	1	0	1	0	True	True	2.0	0.02040816326530612	0.04556366866693041	0.0	2.99009973939651	True	True	False	Strict in bonobo only
ENSG00000300570.1	ENSG00000300570	1	1	1	0	1	0	True	True	2.0	0.02040816326530612	0.08722544336809449	0.0	6.20976749854266	True	True	False	Strict in bonobo only
ENSG00000228176.2	ENSG00000228176	1	1	1	0	0	0	True	False	0.0	0.0	0.0	0.0	0.0	True	False	False	Not strict in bonobo
ENSG00000310425.1	ENSG00000310425	1	1	1	0	1	0	True	True	2.0	0.02040816326530612	0.03298386924869082	0.0	1.63022298297556	True	True	False	Strict in bonobo only
ENSG00000284676.1	ENSG00000284676	1	1	1	1	1	1	True	True	54.0	0.5510204081632653	0.64376269770935	0.407743666244556	4.35157794177831	True	True	True	Strict across all genomes
ENSG00000299394.1	ENSG00000299394	1	1	1	0	1	0	True	True	5.0	0.05102040816326531	0.14322577075675294	0.0	5.29821203675573	True	True	False	Strict in bonobo only
ENSG00000300797.1	ENSG00000300797	2	2	2	2	0	0	True	False	0.0	0.0	0.0	0.0	0.0	True	False	False	Not strict in bonobo
ENSG00000233399.2	LINC01648	1	1	1	0	1	0	True	True	15.0	0.15306122448979592	0.15267480399959277	0.0	1.61268224932179	True	True	False	Strict in bonobo only
ENSG00000304118.1	ENSG00000304118	1	1	1	1	1	1	True	True	1.0	0.01020408163265306	0.010657775549457245	0.0	1.04446200384681	True	True	True	Strict across all genomes
ENSG00000302306.1	ENSG00000302306	1	1	1	1	1	1	True	True	20.0	0.20408163265306123	0.5146760879257741	0.0	10.6605246882827	True	True	True	Strict across all genomes
ENSG00000302331.1	ENSG00000302331	1	1	1	0	1	0	True	True	88.0	0.8979591836734694	42.20874578038362	22.3725840032148	345.265002902072	True	True	False	Strict in bonobo only
ENSG00000302319.1	ENSG00000302319	1	1	1	0	1	0	True	True	49.0	0.5	0.9435302378862603	0.225127668887951	6.50009962052676	True	True	False	Strict in bonobo only
ENSG00000233372.1	ENSG00000233372	1	1	1	0	1	0	True	True	75.0	0.7653061224489796	6.476216448245545	4.246065798187946	63.5663210629356	True	True	False	Strict in bonobo only
ENSG00000306242.1	ENSG00000306242	1	1	1	1	1	1	True	True	57.0	0.5816326530612245	3.433125723363551	1.5276168381828898	26.083567727609	True	True	True	Strict across all genomes
ENSG00000306012.1	ENSG00000306012	1	1	1	0	0	0	True	False	0.0	0.0	0.0	0.0	0.0	True	False	False	Not strict in bonobo
ENSG00000281870.1	ENSG00000281870	1	1	1	0	1	0	True	True	39.0	0.3979591836734694	1.1290045887817473	0.0	9.45196370737056	True	True	False	Strict in bonobo only
ENSG00000280892.1	ENSG00000280892	1	1	1	0	0	0	True	False	0.0	0.0	0.0	0.0	0.0	True	False	False	Not strict in bonobo
ENSG00000236335.2	ENSG00000236335	2	2	2	0	0	0	True	False	0.0	0.0	0.0	0.0	0.0	True	False	False	Not strict in bonobo
ENSG00000308745.1	ENSG00000308745	1	1	1	0	0	0	True	False	0.0	0.0	0.0	0.0	0.0	True	False	False	Not strict in bonobo
ENSG00000231949.1	ENSG00000231949	1	1	1	1	0	0	True	False	0.0	0.0	0.0	0.0	0.0	True	False	False	Not strict in bonobo
ENSG00000281104.1	ENSG00000281104	1	1	1	1	0	0	True	False	0.0	0.0	0.0	0.0	0.0	True	False	False	Not strict in bonobo
ENSG00000301774.1	ENSG00000301774	2	2	2	0	2	0	True	True	13.0	0.1326530612244898	0.13203437991227454	0.0	2.53440294869876	True	True	False	Strict in bonobo only
ENSG00000186056.12	MATN1-AS1	7	7	7	6	7	6	True	True	98.0	1.0	3.229937822986894	2.3767733212328	17.7209771389633	True	True	True	Strict across all genomes
ENSG00000287510.1	ENSG00000287510	1	1	1	1	1	1	True	True	98.0	1.0	808.9098402048621	286.364220540475	5017.89599300518	True	True	True	Strict across all genomes
ENSG00000309098.1	ENSG00000309098	1	1	1	0	1	0	True	True	13.0	0.1326530612244898	0.1828192327088062	0.0	2.7612726311247	True	True	False	Strict in bonobo only
ENSG00000306105.1	ENSG00000306105	2	2	2	0	2	0	True	True	26.0	0.2653061224489796	0.4391368350626823	0.0	6.41511515061931	True	True	False	Strict in bonobo only
ENSG00000229607.2	ENSG00000229607	3	3	3	0	3	0	True	True	14.0	0.14285714285714285	0.29563263426291925	0.0	7.51871219497525	True	True	False	Strict in bonobo only
ENSG00000223382.7	LINC01778	31	31	31	27	31	27	True	True	74.0	0.7551020408163265	1.0790139791641304	0.7176108558279615	6.48406171027419	True	True	True	Strict across all genomes
